,,account_id,average_price,direction,exchange,frozen,instrument,position,position_profit,yesterday_position
2018-06-08,47,test0_12940567,24.577371,,SZ,0,002475,100,21.262899999999973,0
2018-06-08,48,test0_12940567,23.687104000000005,,SZ,0,002468,100,7.289599999999652,0
2018-06-08,49,test0_12940567,35.900767,,SH,0,600585,100,-53.07670000000044,0
2018-06-08,50,test0_12940567,54.766425,,SZ,0,000333,100,-10.642500000000155,0
2018-06-08,51,test0_12940567,6.341902,,SZ,0,000898,100,7.809799999999978,0
2018-06-08,52,test0_12940567,63.839146,,SH,0,601318,100,-144.9145999999999,0
2018-06-08,53,test0_12940567,36.040808999999996,,SZ,0,002508,100,-23.08089999999936,0
2018-06-08,54,test0_12940567,48.434525999999984,,SZ,0,000651,100,-28.45259999999854,0
2018-06-08,55,test0_12940567,44.043209,,SZ,0,002294,100,-174.32090000000002,0
2018-06-08,56,test0_12940567,9.202759999999998,,SH,0,600019,100,-49.2759999999997,0
2018-06-08,57,test0_12940567,8.612582999999999,,SH,0,601225,100,-14.258299999999835,0
2018-06-08,58,test0_12940567,15.894767,,SH,0,601229,100,-14.476699999999987,0
2018-06-08,59,test0_12940567,13.814143,,SH,0,600048,100,-75.41429999999991,0
2018-06-08,60,test0_12940567,7.892366999999999,,SZ,0,000961,100,-4.23669999999996,0
2018-06-08,61,test0_12940567,10.733218999999998,,SH,0,600029,100,-22.32189999999985,0
2018-06-08,62,test0_12940567,27.40822,,SZ,0,000002,100,-69.82199999999992,0
2018-06-08,63,test0_12940567,8.752625,,SH,0,601006,100,-11.262499999999953,0
2018-06-08,64,test0_12940567,36.49094399999999,,SZ,100,002230,100,-2.094399999999297,0
2018-06-08,65,test0_12940567,11.383414,,SH,100,601111,100,-1.3414000000000925,0
2018-06-08,66,test0_12940567,14.314293,,SH,100,600188,100,-1.4292999999998557,0
2018-06-08,67,test0_12940567,33.440029,,SH,100,601601,100,-2.0029000000000963,0
2018-06-08,68,test0_12940567,25.537658999999998,,SH,100,600741,100,-1.7658999999998315,0
2018-06-08,69,test0_12940567,113.744113,,SH,100,600436,100,-4.411299999999585,0
2018-06-08,70,test0_12940567,45.13353599999999,,SH,100,601336,100,-2.3535999999992896,0
2018-06-08,71,test0_12940567,33.059915,,SZ,100,300124,100,-1.9914999999997463,0
2018-06-08,72,test0_12940567,12.213662999999999,,SZ,100,002241,100,-1.3662999999999315,0
2018-06-11,0,test0_12940567,3.260978,,SH,0,600221,100,-1.0978000000000154,0
2018-06-11,1,test0_12940567,52.065615,,SZ,0,002739,100,-2.561500000000194,0
2018-06-11,2,test0_12940567,7.362207999999999,,SZ,0,000540,100,-1.220799999999933,0
2018-06-11,3,test0_12940567,33.299987,,SH,0,600682,100,80.00129999999999,0
2018-06-11,4,test0_12940567,32.719813,,SH,0,601021,100,597.0186999999996,0
2018-06-11,5,test0_12940567,26.067818,,SZ,0,002411,100,626.2181999999999,0
2018-06-11,6,test0_12940567,8.072420999999999,,SZ,0,002065,100,141.75790000000018,0
2018-06-11,7,test0_12940567,109.72290700000002,,SZ,0,002304,100,3077.7092999999977,0
2018-06-11,8,test0_12940567,17.395217,,SH,0,600690,100,296.47830000000005,0
2018-06-11,9,test0_12940567,56.32689299999999,,SH,0,601888,100,732.3107000000007,0
2018-06-11,10,test0_12940567,69.79093100000001,,SZ,0,000963,100,234.9068999999986,0
2018-06-11,11,test0_12940567,11.323396,,SH,0,600352,100,105.66040000000001,0
2018-06-11,12,test0_12940567,64.32929299999999,,SZ,0,000568,100,379.0707000000012,0
2018-06-11,13,test0_12940567,16.144841999999997,,SH,0,600900,100,85.5158000000003,0
2018-06-11,14,test0_12940567,13.724115999999999,,SZ,0,002024,100,148.5884000000002,0
2018-06-11,15,test0_12940567,25.727716000000004,,SH,0,600271,100,47.22839999999948,0
2018-06-11,16,test0_12940567,33.119933,,SH,0,600104,100,327.00669999999974,0
2018-06-11,17,test0_12940567,5.871761,,SH,0,601727,100,46.823899999999966,0
2018-06-11,18,test0_12940567,16.30489,,SH,0,600977,100,136.51100000000014,0
2018-06-11,19,test0_12940567,41.51245,,SH,0,600196,100,137.75499999999994,0
2018-06-11,20,test0_12940567,6.992097,,SH,0,600886,100,51.79029999999996,0
2018-06-11,21,test0_12940567,9.132738999999999,,SH,0,600674,100,6.726100000000024,0
2018-06-11,22,test0_12940567,702.170588,,SH,0,600519,100,7355.941200000007,0
2018-06-11,23,test0_12940567,26.167848,,SZ,0,000895,100,188.21520000000015,0
2018-06-11,24,test0_12940567,31.329395999999996,,SZ,0,000063,100,-1.939599999999686,0
2018-06-11,25,test0_12940567,51.845549,,SZ,0,002008,100,660.4451000000005,0
2018-06-11,26,test0_12940567,21.976591000000003,,SH,0,600066,100,-11.659100000000322,0
2018-06-11,27,test0_12940567,8.432528999999999,,SZ,0,000338,100,55.74710000000014,0
2018-06-11,28,test0_12940567,27.328196,,SZ,0,002153,100,218.1804000000003,0
2018-06-11,29,test0_12940567,27.498247000000003,,SH,0,600887,100,337.1752999999998,0
2018-06-11,30,test0_12940567,9.342801999999999,,SZ,0,000402,100,-8.280199999999915,0
2018-06-11,31,test0_12940567,56.81704,,SZ,0,000423,100,118.29600000000013,0
2018-06-11,32,test0_12940567,22.016603,,SZ,0,300144,100,85.33970000000011,0
2018-06-11,33,test0_12940567,53.896164,,SH,0,600009,100,197.38359999999986,0
2018-06-11,34,test0_12940567,12.50375,,SZ,0,002027,100,-32.37500000000004,0
2018-06-11,35,test0_12940567,16.354905000000002,,SH,0,600233,100,5.50949999999979,0
2018-06-11,36,test0_12940567,78.65358900000001,,SZ,0,000858,100,382.6410999999993,0
2018-06-11,37,test0_12940567,11.823545999999999,,SH,0,600926,100,2.6454000000001088,0
2018-06-11,38,test0_12940567,36.75102199999999,,SZ,0,002572,100,-14.102199999999243,0
2018-06-11,39,test0_12940567,40.10202699999999,,SH,0,600309,100,919.7973000000004,0
2018-06-11,40,test0_12940567,27.328196,,SH,0,600547,100,70.18040000000028,0
2018-06-11,41,test0_12940567,8.062418000000001,,SH,0,600115,100,-12.241800000000058,0
2018-06-11,42,test0_12940567,24.577371,,SZ,0,002475,100,112.26289999999999,0
2018-06-11,43,test0_12940567,23.687104000000005,,SZ,0,002468,100,-7.710400000000561,0
2018-06-11,44,test0_12940567,35.900767,,SH,0,600585,100,-5.076700000000045,0
2018-06-11,45,test0_12940567,54.766425,,SZ,0,000333,100,155.35750000000021,0
2018-06-11,46,test0_12940567,6.341902,,SZ,0,000898,100,14.809800000000006,0
2018-06-11,47,test0_12940567,63.839146,,SH,0,601318,100,-80.91459999999984,0
2018-06-11,48,test0_12940567,36.040808999999996,,SZ,0,002508,100,-76.08089999999947,0
2018-06-11,49,test0_12940567,48.434525999999984,,SZ,0,000651,100,49.54740000000157,0
2018-06-11,50,test0_12940567,44.043209,,SZ,0,002294,100,-230.32089999999954,0
2018-06-11,51,test0_12940567,9.202759999999998,,SH,0,600019,100,-38.275999999999755,0
2018-06-11,52,test0_12940567,8.612582999999999,,SH,0,601225,100,-15.258299999999814,0
2018-06-11,53,test0_12940567,15.894767,,SH,0,601229,100,3.5232999999999848,0
2018-06-11,54,test0_12940567,13.814143,,SH,0,600048,100,-20.41430000000002,0
2018-06-11,55,test0_12940567,7.892366999999999,,SZ,0,000961,100,-10.23669999999992,0
2018-06-11,56,test0_12940567,10.733218999999998,,SH,0,600029,100,-26.321899999999765,0
2018-06-11,57,test0_12940567,27.40822,,SZ,0,000002,100,-9.82200000000013,0
2018-06-11,58,test0_12940567,8.752625,,SH,0,601006,100,8.737499999999976,0
2018-06-11,59,test0_12940567,11.383414,,SH,0,601111,100,-2.341400000000071,0
2018-06-11,60,test0_12940567,14.314293,,SH,0,600188,100,-30.429299999999948,0
2018-06-11,61,test0_12940567,33.440029,,SH,0,601601,100,8.997099999999847,0
2018-06-11,62,test0_12940567,25.537658999999998,,SH,0,600741,100,-21.76589999999976,0
2018-06-11,63,test0_12940567,113.744113,,SH,0,600436,100,-303.4113000000005,0
2018-06-11,64,test0_12940567,45.13353599999999,,SH,0,601336,100,30.64640000000054,0
2018-06-11,65,test0_12940567,33.059915,,SZ,0,300124,100,-84.99149999999958,0
2018-06-11,66,test0_12940567,12.213662999999999,,SZ,0,002241,100,-29.366299999999868,0
2018-06-11,67,test0_12940567,19.465837999999998,,SZ,100,002456,100,-1.5837999999998686,0
2018-06-11,68,test0_12940567,36.721013,,SZ,100,300136,100,-2.1012999999996396,0
2018-06-11,69,test0_12940567,19.095727,,SH,100,601238,100,-1.5727000000001823,0
2018-06-11,70,test0_12940567,32.369708,,SH,100,601155,100,-1.970800000000139,0
2018-06-11,71,test0_12940567,10.383114,,SZ,100,002493,100,-1.3114000000001624,0
2018-06-11,72,test0_12940567,22.296687000000002,,SZ,100,001979,100,-1.6687000000001007,0
2018-06-11,73,test0_12940567,15.0045,,SH,100,601198,100,-1.4499999999999957,0
2018-06-11,74,test0_12940567,13.444032,,SH,100,600398,100,-1.4032000000000266,0
2018-06-11,75,test0_12940567,35.980790999999996,,SH,100,601360,100,-2.0790999999995563,0
2018-06-11,76,test0_12940567,26.948082,,SH,100,600498,100,-1.808199999999971,0
2018-06-11,77,test0_12940567,24.617383000000004,,SZ,100,300408,100,-1.7383000000002369,0
2018-06-11,78,test0_12940567,75.992791,,SH,100,603288,100,-3.2791000000003123,0
2018-06-11,79,test0_12940567,63.499044,,SH,100,600809,100,-2.904399999999896,0
2018-06-11,80,test0_12940567,10.983293999999999,,SZ,100,002085,100,-1.3293999999998363,0
2018-06-11,81,test0_12940567,20.736219000000002,,SH,100,600703,100,-1.6219000000003092,0
2018-06-11,82,test0_12940567,24.537359000000002,,SZ,100,300433,100,-1.7359000000002567,0
2018-06-11,83,test0_12940567,17.245172000000004,,SH,100,601828,100,-1.5172000000003294,0
2018-06-11,84,test0_12940567,18.195457,,SZ,100,002050,100,-1.5457000000001386,0
2018-06-11,85,test0_12940567,4.031209,,SH,100,601899,100,-1.1209000000000024,0
2018-06-11,86,test0_12940567,7.3021899999999995,,SZ,100,002797,100,-1.218999999999948,0
2018-06-12,0,test0_12940567,3.260978,,SH,0,600221,100,-1.0978000000000154,0
2018-06-12,1,test0_12940567,52.065615,,SZ,0,002739,100,-2.561500000000194,0
2018-06-12,2,test0_12940567,7.362207999999999,,SZ,0,000540,100,-1.220799999999933,0
2018-06-12,3,test0_12940567,33.299987,,SH,0,600682,100,71.00129999999965,0
2018-06-12,4,test0_12940567,32.719813,,SH,0,601021,100,698.0187000000001,0
2018-06-12,5,test0_12940567,8.072420999999999,,SZ,0,002065,100,137.75790000000006,0
2018-06-12,6,test0_12940567,109.72290700000002,,SZ,0,002304,100,3977.7092999999977,0
2018-06-12,7,test0_12940567,17.395217,,SH,0,600690,100,328.4783000000001,0
2018-06-12,8,test0_12940567,56.32689299999999,,SH,0,601888,100,954.3107000000014,0
2018-06-12,9,test0_12940567,11.323396,,SH,0,600352,100,116.66039999999995,0
2018-06-12,10,test0_12940567,64.32929299999999,,SZ,0,000568,100,567.0707000000007,0
2018-06-12,11,test0_12940567,16.144841999999997,,SH,0,600900,100,99.51580000000035,0
2018-06-12,12,test0_12940567,13.724115999999999,,SZ,0,002024,100,155.58840000000006,0
2018-06-12,13,test0_12940567,25.727716000000004,,SH,0,600271,100,23.22839999999964,0
2018-06-12,14,test0_12940567,33.119933,,SH,0,600104,100,360.00669999999957,0
2018-06-12,15,test0_12940567,5.871761,,SH,0,601727,100,46.823899999999966,0
2018-06-12,16,test0_12940567,16.30489,,SH,0,600977,100,121.51099999999992,0
2018-06-12,17,test0_12940567,6.992097,,SH,0,600886,100,55.79029999999996,0
2018-06-12,18,test0_12940567,702.170588,,SH,0,600519,100,9701.94120000001,0
2018-06-12,19,test0_12940567,26.167848,,SZ,0,000895,100,312.2152,0
2018-06-12,20,test0_12940567,31.329395999999996,,SZ,0,000063,100,-1.939599999999686,0
2018-06-12,21,test0_12940567,51.845549,,SZ,0,002008,100,635.4451000000005,0
2018-06-12,22,test0_12940567,21.976591000000003,,SH,0,600066,100,27.340899999999735,0
2018-06-12,23,test0_12940567,8.432528999999999,,SZ,0,000338,100,128.7471000000002,0
2018-06-12,24,test0_12940567,27.328196,,SZ,0,002153,100,148.18040000000002,0
2018-06-12,25,test0_12940567,27.498247000000003,,SH,0,600887,100,433.17529999999954,0
2018-06-12,26,test0_12940567,9.342801999999999,,SZ,0,000402,100,-3.2801999999998444,0
2018-06-12,27,test0_12940567,56.81704,,SZ,0,000423,100,253.29600000000028,0
2018-06-12,28,test0_12940567,22.016603,,SZ,0,300144,100,252.33969999999994,0
2018-06-12,29,test0_12940567,53.896164,,SH,0,600009,100,544.3836000000005,0
2018-06-12,30,test0_12940567,12.50375,,SZ,0,002027,100,15.625,0
2018-06-12,31,test0_12940567,16.354905000000002,,SH,0,600233,100,-2.490500000000395,0
2018-06-12,32,test0_12940567,78.65358900000001,,SZ,0,000858,100,734.6410999999989,0
2018-06-12,33,test0_12940567,11.823545999999999,,SH,0,600926,100,3.6454000000000875,0
2018-06-12,34,test0_12940567,36.75102199999999,,SZ,0,002572,100,82.89780000000064,0
2018-06-12,35,test0_12940567,40.10202699999999,,SH,0,600309,100,943.7973000000006,0
2018-06-12,36,test0_12940567,27.328196,,SH,0,600547,100,56.18040000000022,0
2018-06-12,37,test0_12940567,8.062418000000001,,SH,0,600115,100,5.758199999999825,0
2018-06-12,38,test0_12940567,24.577371,,SZ,0,002475,100,95.26290000000017,0
2018-06-12,39,test0_12940567,23.687104000000005,,SZ,0,002468,100,7.289599999999652,0
2018-06-12,40,test0_12940567,35.900767,,SH,0,600585,100,144.92329999999995,0
2018-06-12,41,test0_12940567,54.766425,,SZ,0,000333,100,242.35749999999996,0
2018-06-12,42,test0_12940567,6.341902,,SZ,0,000898,100,25.80979999999995,0
2018-06-12,43,test0_12940567,63.839146,,SH,0,601318,100,6.0853999999999075,0
2018-06-12,44,test0_12940567,36.040808999999996,,SZ,0,002508,100,101.91910000000064,0
2018-06-12,45,test0_12940567,48.434525999999984,,SZ,0,000651,100,196.54740000000146,0
2018-06-12,46,test0_12940567,9.202759999999998,,SH,0,600019,100,-27.27599999999981,0
2018-06-12,47,test0_12940567,8.612582999999999,,SH,0,601225,100,14.74170000000008,0
2018-06-12,48,test0_12940567,15.894767,,SH,0,601229,100,9.523300000000035,0
2018-06-12,49,test0_12940567,13.814143,,SH,0,600048,100,-18.414299999999884,0
2018-06-12,50,test0_12940567,7.892366999999999,,SZ,0,000961,100,-7.236699999999896,0
2018-06-12,51,test0_12940567,10.733218999999998,,SH,0,600029,100,-10.32189999999975,0
2018-06-12,52,test0_12940567,27.40822,,SZ,0,000002,100,30.178000000000083,0
2018-06-12,53,test0_12940567,8.752625,,SH,0,601006,100,30.73750000000004,0
2018-06-12,54,test0_12940567,11.383414,,SH,0,601111,100,20.65859999999997,0
2018-06-12,55,test0_12940567,14.314293,,SH,0,600188,100,7.57070000000013,0
2018-06-12,56,test0_12940567,33.440029,,SH,0,601601,100,137.99709999999976,0
2018-06-12,57,test0_12940567,25.537658999999998,,SH,0,600741,100,31.234100000000353,0
2018-06-12,58,test0_12940567,45.13353599999999,,SH,0,601336,100,176.64640000000063,0
2018-06-12,59,test0_12940567,33.059915,,SZ,0,300124,100,-0.9914999999999452,0
2018-06-12,60,test0_12940567,12.213662999999999,,SZ,0,002241,100,-40.36629999999981,0
2018-06-12,61,test0_12940567,19.465837999999998,,SZ,0,002456,100,3.4162000000002024,0
2018-06-12,62,test0_12940567,36.721013,,SZ,0,300136,100,-28.10130000000015,0
2018-06-12,63,test0_12940567,32.369708,,SH,0,601155,100,36.029199999999406,0
2018-06-12,64,test0_12940567,10.383114,,SZ,0,002493,100,11.688599999999916,0
2018-06-12,65,test0_12940567,22.296687000000002,,SZ,0,001979,100,30.331299999999928,0
2018-06-12,66,test0_12940567,15.0045,,SH,0,601198,100,0.5499999999999616,0
2018-06-12,67,test0_12940567,35.980790999999996,,SH,0,601360,100,-78.07909999999936,0
2018-06-12,68,test0_12940567,26.948082,,SH,0,600498,100,-0.8081999999998146,0
2018-06-12,69,test0_12940567,24.617383000000004,,SZ,0,300408,100,-19.73830000000021,0
2018-06-12,70,test0_12940567,75.992791,,SH,0,603288,100,429.72090000000094,0
2018-06-12,71,test0_12940567,63.499044,,SH,0,600809,100,311.09560000000016,0
2018-06-12,72,test0_12940567,10.983293999999999,,SZ,0,002085,100,7.6706000000001495,0
2018-06-12,73,test0_12940567,24.537359000000002,,SZ,0,300433,100,-39.73590000000016,0
2018-06-12,74,test0_12940567,17.245172000000004,,SH,0,601828,100,13.482799999999528,0
2018-06-12,75,test0_12940567,18.195457,,SZ,0,002050,100,33.4543,0
2018-06-12,76,test0_12940567,4.031209,,SH,0,601899,100,1.8791000000000224,0
2018-06-12,77,test0_12940567,7.3021899999999995,,SZ,0,002797,100,10.781000000000063,0
2018-06-12,78,test0_12940567,34.420322999999996,,SH,100,600487,100,-2.032299999999765,0
2018-06-12,79,test0_12940567,72.251669,,SH,100,603160,100,-3.166900000000794,0
2018-06-12,80,test0_12940567,21.146342,,SH,100,601088,100,-1.6342000000001633,0
2018-06-12,81,test0_12940567,17.085124,,SH,100,600362,100,-1.5124000000000137,0
2018-06-12,82,test0_12940567,43.973188,,SH,100,600332,100,-2.3187999999997544,0
2018-06-13,0,test0_12940567,3.260978,,SH,0,600221,100,-1.0978000000000154,0
2018-06-13,1,test0_12940567,52.065615,,SZ,0,002739,100,-2.561500000000194,0
2018-06-13,2,test0_12940567,7.362207999999999,,SZ,0,000540,100,-1.220799999999933,0
2018-06-13,3,test0_12940567,33.299987,,SH,0,600682,100,111.0012999999995,0
2018-06-13,4,test0_12940567,32.719813,,SH,0,601021,100,658.0186999999995,0
2018-06-13,5,test0_12940567,109.72290700000002,,SZ,0,002304,100,3738.7092999999995,0
2018-06-13,6,test0_12940567,17.395217,,SH,0,600690,100,327.4783000000003,0
2018-06-13,7,test0_12940567,56.32689299999999,,SH,0,601888,100,1049.3107000000002,0
2018-06-13,8,test0_12940567,64.32929299999999,,SZ,0,000568,100,532.0707000000014,0
2018-06-13,9,test0_12940567,16.144841999999997,,SH,0,600900,100,117.51580000000033,0
2018-06-13,10,test0_12940567,13.724115999999999,,SZ,0,002024,100,134.58840000000015,0
2018-06-13,11,test0_12940567,25.727716000000004,,SH,0,600271,100,24.22839999999944,0
2018-06-13,12,test0_12940567,33.119933,,SH,0,600104,100,353.00669999999957,0
2018-06-13,13,test0_12940567,5.871761,,SH,0,601727,100,46.823899999999966,0
2018-06-13,14,test0_12940567,16.30489,,SH,0,600977,100,70.51100000000012,0
2018-06-13,15,test0_12940567,6.992097,,SH,0,600886,100,71.79029999999997,0
2018-06-13,16,test0_12940567,702.170588,,SH,0,600519,100,8815.941200000008,0
2018-06-13,17,test0_12940567,26.167848,,SZ,0,000895,100,172.21520000000012,0
2018-06-13,18,test0_12940567,51.845549,,SZ,0,002008,100,365.44510000000014,0
2018-06-13,19,test0_12940567,21.976591000000003,,SH,0,600066,100,-19.65910000000015,0
2018-06-13,20,test0_12940567,8.432528999999999,,SZ,0,000338,100,131.7471000000001,0
2018-06-13,21,test0_12940567,27.498247000000003,,SH,0,600887,100,384.1752999999997,0
2018-06-13,22,test0_12940567,9.342801999999999,,SZ,0,000402,100,-8.280199999999915,0
2018-06-13,23,test0_12940567,56.81704,,SZ,0,000423,100,187.2959999999999,0
2018-06-13,24,test0_12940567,22.016603,,SZ,0,300144,100,208.33970000000016,0
2018-06-13,25,test0_12940567,53.896164,,SH,0,600009,100,607.3836,0
2018-06-13,26,test0_12940567,12.50375,,SZ,0,002027,100,17.624999999999957,0
2018-06-13,27,test0_12940567,16.354905000000002,,SH,0,600233,100,-63.49050000000016,0
2018-06-13,28,test0_12940567,78.65358900000001,,SZ,0,000858,100,681.6410999999988,0
2018-06-13,29,test0_12940567,11.823545999999999,,SH,0,600926,100,-15.354599999999863,0
2018-06-13,30,test0_12940567,36.75102199999999,,SZ,0,002572,100,69.8978000000011,0
2018-06-13,31,test0_12940567,40.10202699999999,,SH,0,600309,100,918.7973000000006,0
2018-06-13,32,test0_12940567,27.328196,,SH,0,600547,100,55.18040000000006,0
2018-06-13,33,test0_12940567,8.062418000000001,,SH,0,600115,100,6.758199999999981,0
2018-06-13,34,test0_12940567,24.577371,,SZ,0,002475,100,72.26290000000013,0
2018-06-13,35,test0_12940567,23.687104000000005,,SZ,0,002468,100,-13.710400000000433,0
2018-06-13,36,test0_12940567,35.900767,,SH,0,600585,100,129.9233000000001,0
2018-06-13,37,test0_12940567,54.766425,,SZ,0,000333,100,222.35750000000039,0
2018-06-13,38,test0_12940567,6.341902,,SZ,0,000898,100,16.809799999999964,0
2018-06-13,39,test0_12940567,63.839146,,SH,0,601318,100,-8.91459999999995,0
2018-06-13,40,test0_12940567,36.040808999999996,,SZ,0,002508,100,85.91910000000027,0
2018-06-13,41,test0_12940567,48.434525999999984,,SZ,0,000651,100,144.54740000000186,0
2018-06-13,42,test0_12940567,9.202759999999998,,SH,0,600019,100,-28.27599999999979,0
2018-06-13,43,test0_12940567,8.612582999999999,,SH,0,601225,100,18.741700000000172,0
2018-06-13,44,test0_12940567,15.894767,,SH,0,601229,100,2.523300000000006,0
2018-06-13,45,test0_12940567,13.814143,,SH,0,600048,100,-12.414300000000011,0
2018-06-13,46,test0_12940567,7.892366999999999,,SZ,0,000961,100,-10.23669999999992,0
2018-06-13,47,test0_12940567,10.733218999999998,,SH,0,600029,100,-5.321899999999857,0
2018-06-13,48,test0_12940567,27.40822,,SZ,0,000002,100,23.178000000000054,0
2018-06-13,49,test0_12940567,8.752625,,SH,0,601006,100,30.73750000000004,0
2018-06-13,50,test0_12940567,11.383414,,SH,0,601111,100,22.65859999999993,0
2018-06-13,51,test0_12940567,14.314293,,SH,0,600188,100,-14.429299999999934,0
2018-06-13,52,test0_12940567,33.440029,,SH,0,601601,100,149.9970999999995,0
2018-06-13,53,test0_12940567,25.537658999999998,,SH,0,600741,100,34.23410000000011,0
2018-06-13,54,test0_12940567,45.13353599999999,,SH,0,601336,100,164.64640000000088,0
2018-06-13,55,test0_12940567,33.059915,,SZ,0,300124,100,-5.991499999999661,0
2018-06-13,56,test0_12940567,12.213662999999999,,SZ,0,002241,100,-89.36629999999982,0
2018-06-13,57,test0_12940567,19.465837999999998,,SZ,0,002456,100,-46.5837999999998,0
2018-06-13,58,test0_12940567,36.721013,,SZ,0,300136,100,-222.10129999999992,0
2018-06-13,59,test0_12940567,32.369708,,SH,0,601155,100,66.02919999999983,0
2018-06-13,60,test0_12940567,22.296687000000002,,SZ,0,001979,100,25.331299999999857,0
2018-06-13,61,test0_12940567,15.0045,,SH,0,601198,100,-27.449999999999974,0
2018-06-13,62,test0_12940567,35.980790999999996,,SH,0,601360,100,-232.07909999999998,0
2018-06-13,63,test0_12940567,24.617383000000004,,SZ,0,300408,100,-19.73830000000021,0
2018-06-13,64,test0_12940567,75.992791,,SH,0,603288,100,202.72089999999992,0
2018-06-13,65,test0_12940567,63.499044,,SH,0,600809,100,255.09559999999993,0
2018-06-13,66,test0_12940567,10.983293999999999,,SZ,0,002085,100,-28.32939999999997,0
2018-06-13,67,test0_12940567,24.537359000000002,,SZ,0,300433,100,-83.73590000000029,0
2018-06-13,68,test0_12940567,18.195457,,SZ,0,002050,100,46.454299999999904,0
2018-06-13,69,test0_12940567,4.031209,,SH,0,601899,100,-3.12089999999996,0
2018-06-13,70,test0_12940567,7.3021899999999995,,SZ,0,002797,100,-9.218999999999955,0
2018-06-13,71,test0_12940567,34.420322999999996,,SH,0,600487,100,-25.032299999999452,0
2018-06-13,72,test0_12940567,21.146342,,SH,0,601088,100,-21.634200000000092,0
2018-06-13,73,test0_12940567,17.085124,,SH,0,600362,100,-14.512399999999914,0
2018-06-13,74,test0_12940567,43.973188,,SH,0,600332,100,-106.31880000000038,0
2018-06-13,75,test0_12940567,8.692606999999999,,SH,100,600031,100,-1.2606999999999147,0
2018-06-13,76,test0_12940567,17.035109,,SH,100,600663,100,-1.5108999999998929,0
2018-06-14,0,test0_12940567,3.260978,,SH,0,600221,100,-1.0978000000000154,0
2018-06-14,1,test0_12940567,52.065615,,SZ,0,002739,100,-2.561500000000194,0
2018-06-14,2,test0_12940567,7.362207999999999,,SZ,0,000540,100,-1.220799999999933,0
2018-06-14,3,test0_12940567,33.299987,,SH,0,600682,100,172.00130000000016,0
2018-06-14,4,test0_12940567,32.719813,,SH,0,601021,100,750.0186999999996,0
2018-06-14,5,test0_12940567,109.72290700000002,,SZ,0,002304,100,3347.709299999997,0
2018-06-14,6,test0_12940567,17.395217,,SH,0,600690,100,297.4783000000002,0
2018-06-14,7,test0_12940567,56.32689299999999,,SH,0,601888,100,1054.3107000000014,0
2018-06-14,8,test0_12940567,64.32929299999999,,SZ,0,000568,100,286.0707000000005,0
2018-06-14,9,test0_12940567,16.144841999999997,,SH,0,600900,100,139.5158000000002,0
2018-06-14,10,test0_12940567,13.724115999999999,,SZ,0,002024,100,169.58840000000012,0
2018-06-14,11,test0_12940567,33.119933,,SH,0,600104,100,360.00669999999957,0
2018-06-14,12,test0_12940567,5.871761,,SH,0,601727,100,46.823899999999966,0
2018-06-14,13,test0_12940567,6.992097,,SH,0,600886,100,79.79029999999997,0
2018-06-14,14,test0_12940567,702.170588,,SH,0,600519,100,8395.941200000005,0
2018-06-14,15,test0_12940567,26.167848,,SZ,0,000895,100,160.21520000000004,0
2018-06-14,16,test0_12940567,51.845549,,SZ,0,002008,100,490.44510000000014,0
2018-06-14,17,test0_12940567,21.976591000000003,,SH,0,600066,100,-51.65910000000018,0
2018-06-14,18,test0_12940567,8.432528999999999,,SZ,0,000338,100,101.74710000000005,0
2018-06-14,19,test0_12940567,27.498247000000003,,SH,0,600887,100,301.1752999999999,0
2018-06-14,20,test0_12940567,56.81704,,SZ,0,000423,100,72.29600000000005,0
2018-06-14,21,test0_12940567,22.016603,,SZ,0,300144,100,188.33969999999988,0
2018-06-14,22,test0_12940567,53.896164,,SH,0,600009,100,563.3836000000002,0
2018-06-14,23,test0_12940567,12.50375,,SZ,0,002027,100,-11.374999999999957,0
2018-06-14,24,test0_12940567,16.354905000000002,,SH,0,600233,100,-75.49050000000025,0
2018-06-14,25,test0_12940567,78.65358900000001,,SZ,0,000858,100,575.6410999999986,0
2018-06-14,26,test0_12940567,36.75102199999999,,SZ,0,002572,100,12.89780000000107,0
2018-06-14,27,test0_12940567,40.10202699999999,,SH,0,600309,100,764.7973000000007,0
2018-06-14,28,test0_12940567,27.328196,,SH,0,600547,100,84.18040000000033,0
2018-06-14,29,test0_12940567,8.062418000000001,,SH,0,600115,100,2.7581999999998885,0
2018-06-14,30,test0_12940567,24.577371,,SZ,0,002475,100,22.26290000000013,0
2018-06-14,31,test0_12940567,23.687104000000005,,SZ,0,002468,100,-21.710400000000618,0
2018-06-14,32,test0_12940567,35.900767,,SH,0,600585,100,82.9232999999995,0
2018-06-14,33,test0_12940567,54.766425,,SZ,0,000333,100,101.3575000000003,0
2018-06-14,34,test0_12940567,6.341902,,SZ,0,000898,100,26.809800000000017,0
2018-06-14,35,test0_12940567,63.839146,,SH,0,601318,100,60.08539999999982,0
2018-06-14,36,test0_12940567,36.040808999999996,,SZ,0,002508,100,41.9191000000005,0
2018-06-14,37,test0_12940567,48.434525999999984,,SZ,0,000651,100,50.547400000001375,0
2018-06-14,38,test0_12940567,9.202759999999998,,SH,0,600019,100,-29.27599999999977,0
2018-06-14,39,test0_12940567,8.612582999999999,,SH,0,601225,100,26.74170000000018,0
2018-06-14,40,test0_12940567,15.894767,,SH,0,601229,100,-13.476700000000008,0
