,,account_id,average_price,direction,exchange,frozen,instrument,position,position_profit,yesterday_position
2018-03-21,101,test0_12940567,10.323096,,SH,0,601933,100,4.690399999999961,0
2018-03-21,102,test0_12940567,3.230969,,SH,0,601866,100,-7.096899999999984,0
2018-03-21,103,test0_12940567,15.0045,,SZ,0,300059,100,42.549999999999955,0
2018-03-21,104,test0_12940567,70.92127,,SH,0,601318,100,289.8729999999986,0
2018-03-21,105,test0_12940567,76.182848,,SZ,0,000858,100,-166.2848000000011,0
2018-03-21,106,test0_12940567,26.377910999999997,,SH,0,601877,100,-81.79109999999987,0
2018-03-21,107,test0_12940567,13.784134,,SH,0,600804,100,130.5866,0
2018-03-21,108,test0_12940567,19.315793,,SH,0,600030,100,-81.57929999999993,0
2018-03-21,109,test0_12940567,12.133639,,SZ,0,000625,100,-20.36390000000008,0
2018-03-21,110,test0_12940567,53.31599,,SZ,0,000651,100,-161.59899999999965,0
2018-03-21,111,test0_12940567,27.198157000000002,,SH,0,600547,100,98.18429999999978,0
2018-03-21,112,test0_12940567,58.067415000000004,,SZ,0,000568,100,163.25849999999988,0
2018-03-21,113,test0_12940567,5.511653,,SH,0,600705,100,10.83470000000002,0
2018-03-21,114,test0_12940567,7.192157,,SH,0,601117,100,6.784299999999988,0
2018-03-21,115,test0_12940567,6.001799999999999,,SH,0,600688,100,8.82000000000005,0
2018-03-21,116,test0_12940567,34.220263,,SH,0,600585,100,-178.0263000000005,0
2018-03-21,117,test0_12940567,727.108067,,SH,0,600519,100,1489.1932999999995,0
2018-03-21,118,test0_12940567,6.60198,,SH,0,600028,100,24.801999999999946,0
2018-03-21,119,test0_12940567,42.062614999999994,,SH,0,601601,100,-167.26149999999933,0
2018-03-21,120,test0_12940567,63.569065,,SZ,0,000423,100,-131.9065000000002,0
2018-03-21,121,test0_12940567,9.062718,,SH,100,600489,100,-1.2717999999999563,0
2018-03-21,122,test0_12940567,142.56275599999998,,SH,100,603833,100,-5.2755999999988035,0
2018-03-22,0,test0_12940567,3.260978,,SH,0,600221,100,-1.0978000000000154,0
2018-03-22,1,test0_12940567,4.721416,,SH,0,601216,100,-1.1415999999999649,0
2018-03-22,2,test0_12940567,52.065615,,SZ,0,002739,100,-2.561500000000194,0
2018-03-22,3,test0_12940567,7.362207999999999,,SZ,0,000540,100,-1.220799999999933,0
2018-03-22,4,test0_12940567,22.766828,,SZ,0,002475,100,191.31719999999996,0
2018-03-22,5,test0_12940567,66.409917,,SZ,0,002460,100,989.0083000000004,0
2018-03-22,6,test0_12940567,100.03,,SH,0,603799,100,2640.0000000000005,0
2018-03-22,7,test0_12940567,23.937179000000004,,SH,0,600703,100,175.28209999999973,0
2018-03-22,8,test0_12940567,29.418822999999996,,SZ,0,300124,100,477.1177000000001,0
2018-03-22,9,test0_12940567,53.496044000000005,,SH,0,601888,100,355.39559999999926,0
2018-03-22,10,test0_12940567,19.135739,,SZ,0,300144,100,54.42609999999988,0
2018-03-22,11,test0_12940567,21.186354000000005,,SH,0,600518,100,130.36459999999934,0
2018-03-22,12,test0_12940567,49.834946,,SH,0,603858,100,294.5053999999999,0
2018-03-22,13,test0_12940567,26.918073,,SZ,0,300003,100,499.19270000000006,0
2018-03-22,14,test0_12940567,56.877058,,SZ,0,000963,100,784.2942,0
2018-03-22,15,test0_12940567,35.080521,,SZ,0,300015,100,608.9479000000005,0
2018-03-22,16,test0_12940567,20.526156000000004,,SZ,0,002074,100,118.3843999999997,0
2018-03-22,17,test0_12940567,39.371808,,SZ,0,002294,100,239.81920000000017,0
2018-03-22,18,test0_12940567,10.293087,,SH,0,600100,100,10.691300000000048,0
2018-03-22,19,test0_12940567,74.78242800000001,,SH,0,600436,100,913.7571999999991,0
2018-03-22,20,test0_12940567,67.690301,,SZ,0,002841,100,1109.9699,0
2018-03-22,21,test0_12940567,3.731119,,SZ,0,000100,100,-8.111900000000016,0
2018-03-22,22,test0_12940567,29.368808000000005,,SZ,0,300122,100,332.1191999999993,0
2018-03-22,23,test0_12940567,39.431825999999994,,SH,0,600196,100,535.8174000000006,0
2018-03-22,24,test0_12940567,49.704907000000006,,SH,0,600009,100,108.50929999999934,0
2018-03-22,25,test0_12940567,73.702104,,SH,0,600276,100,1218.7895999999996,0
2018-03-22,26,test0_12940567,34.41032,,SH,0,600104,100,153.96800000000042,0
2018-03-22,27,test0_12940567,8.242472,,SH,0,603993,100,97.75280000000012,0
2018-03-22,28,test0_12940567,4.981493999999999,,SH,0,600008,100,13.850600000000135,0
2018-03-22,29,test0_12940567,55.21656,,SZ,0,002230,100,366.34400000000016,0
2018-03-22,30,test0_12940567,24.287284,,SZ,0,002468,100,101.2716000000001,0
2018-03-22,31,test0_12940567,15.204559999999999,,SZ,0,000738,100,62.54400000000011,0
2018-03-22,32,test0_12940567,12.40372,,SZ,0,300017,100,69.62799999999999,0
2018-03-22,33,test0_12940567,13.374011000000001,,SH,0,600372,100,130.59889999999984,0
2018-03-22,34,test0_12940567,26.878061,,SZ,0,002007,100,104.19390000000028,0
2018-03-22,35,test0_12940567,85.80573399999999,,SH,0,603160,100,368.4266000000008,0
2018-03-22,36,test0_12940567,12.963887999999999,,SZ,0,000792,100,2.6112000000001245,0
2018-03-22,37,test0_12940567,23.056915,,SZ,0,002044,100,277.3084999999998,0
2018-03-22,38,test0_12940567,7.082124,,SH,0,601958,100,8.787599999999962,0
2018-03-22,39,test0_12940567,60.528153,,SZ,0,000938,100,643.1846999999991,0
2018-03-22,40,test0_12940567,35.940779,,SH,0,600535,100,661.9221000000003,0
2018-03-22,41,test0_12940567,6.271881,,SH,0,600011,100,45.81190000000008,0
2018-03-22,42,test0_12940567,21.516453000000002,,SH,0,600271,100,-71.64530000000013,0
2018-03-22,43,test0_12940567,50.445128999999994,,SH,0,600570,100,116.48710000000051,0
2018-03-22,44,test0_12940567,40.322092999999995,,SH,0,600038,100,288.7907000000006,0
2018-03-22,45,test0_12940567,15.714713,,SH,0,600233,100,135.52870000000007,0
2018-03-22,46,test0_12940567,17.765328,,SZ,0,002202,100,131.46719999999982,0
2018-03-22,47,test0_12940567,12.033608999999998,,SZ,0,002292,100,33.63910000000008,0
2018-03-22,48,test0_12940567,18.855655000000002,,SZ,0,300024,100,-2.565500000000398,0
2018-03-22,49,test0_12940567,26.117833000000005,,SZ,0,002411,100,-40.78330000000037,0
2018-03-22,50,test0_12940567,12.743822,,SZ,0,002024,100,133.61780000000005,0
2018-03-22,51,test0_12940567,15.224566,,SZ,0,000768,100,62.54340000000003,0
2018-03-22,52,test0_12940567,7.50225,,SZ,0,000627,100,42.77499999999996,0
2018-03-22,53,test0_12940567,19.335799,,SH,0,600663,100,38.420099999999735,0
2018-03-22,54,test0_12940567,13.083924,,SH,0,600895,100,88.6076000000001,0
2018-03-22,55,test0_12940567,35.920773,,SZ,0,000503,100,451.9227000000001,0
2018-03-22,56,test0_12940567,8.042411999999999,,SH,0,600021,100,41.75880000000021,0
2018-03-22,57,test0_12940567,16.0048,,SH,0,600637,100,75.52000000000021,0
2018-03-22,58,test0_12940567,21.736518999999998,,SH,0,600118,100,6.348100000000301,0
2018-03-22,59,test0_12940567,16.524956000000003,,SH,0,600406,100,40.50439999999966,0
2018-03-22,60,test0_12940567,3.6310890000000002,,SH,0,601608,100,-3.1089000000000144,0
2018-03-22,61,test0_12940567,9.542862,,SH,0,601611,100,19.71380000000007,0
2018-03-22,62,test0_12940567,98.699601,,SZ,0,000538,100,250.03990000000016,0
2018-03-22,63,test0_12940567,51.485441,,SZ,0,300033,100,-129.54410000000038,0
2018-03-22,64,test0_12940567,7.10213,,SH,0,600886,100,0.7870000000000488,0
2018-03-22,65,test0_12940567,5.471641,,SH,0,601718,100,56.83590000000001,0
2018-03-22,66,test0_12940567,26.417923000000002,,SH,0,600332,100,278.20769999999976,0
2018-03-22,67,test0_12940567,38.31148999999999,,SH,0,601155,100,-251.1489999999995,0
2018-03-22,68,test0_12940567,56.286880999999994,,SZ,0,000333,100,61.31190000000046,0
2018-03-22,69,test0_12940567,6.001799999999999,,SH,0,601727,100,11.820000000000075,0
2018-03-22,70,test0_12940567,13.013903,,SZ,0,002424,100,168.60969999999983,0
2018-03-22,71,test0_12940567,5.451635,,SH,0,600415,100,35.8365,0
2018-03-22,72,test0_12940567,19.795937000000002,,SZ,0,002450,100,-1.5937000000000978,0
2018-03-22,73,test0_12940567,33.299987,,SH,0,600682,100,-1.998700000000042,0
2018-03-22,74,test0_12940567,33.620083,,SH,0,600085,100,20.991699999999724,0
2018-03-22,75,test0_12940567,4.4613380000000005,,SH,0,600208,100,16.866199999999942,0
2018-03-22,76,test0_12940567,23.216963,,SH,0,601607,100,73.30369999999995,0
2018-03-22,77,test0_12940567,7.392217,,SH,0,600297,100,24.77830000000001,0
2018-03-22,78,test0_12940567,6.471940999999999,,SH,0,601919,100,-27.19409999999991,0
2018-03-22,79,test0_12940567,5.741721999999999,,SH,0,600023,100,-7.17219999999994,0
2018-03-22,80,test0_12940567,9.882963999999998,,SZ,0,300027,100,-10.296399999999828,0
2018-03-22,81,test0_12940567,10.323096,,SH,0,601933,100,-6.309599999999982,0
2018-03-22,82,test0_12940567,15.0045,,SZ,0,300059,100,35.549999999999926,0
2018-03-22,83,test0_12940567,70.92127,,SH,0,601318,100,195.87299999999885,0
2018-03-22,84,test0_12940567,26.377910999999997,,SH,0,601877,100,-98.79109999999969,0
2018-03-22,85,test0_12940567,13.784134,,SH,0,600804,100,100.58659999999992,0
2018-03-22,86,test0_12940567,19.315793,,SH,0,600030,100,-55.579299999999776,0
2018-03-22,87,test0_12940567,27.198157000000002,,SH,0,600547,100,32.184299999999766,0
2018-03-22,88,test0_12940567,58.067415000000004,,SZ,0,000568,100,-80.7415000000006,0
2018-03-22,89,test0_12940567,5.511653,,SH,0,600705,100,6.834700000000016,0
2018-03-22,90,test0_12940567,7.192157,,SH,0,601117,100,12.784300000000037,0
2018-03-22,91,test0_12940567,6.001799999999999,,SH,0,600688,100,8.82000000000005,0
2018-03-22,92,test0_12940567,34.220263,,SH,0,600585,100,-178.0263000000005,0
2018-03-22,93,test0_12940567,727.108067,,SH,0,600519,100,-102.80669999999645,0
2018-03-22,94,test0_12940567,6.60198,,SH,0,600028,100,23.801999999999968,0
2018-03-22,95,test0_12940567,42.062614999999994,,SH,0,601601,100,-260.2614999999993,0
2018-03-22,96,test0_12940567,63.569065,,SZ,0,000423,100,-251.90650000000048,0
2018-03-22,97,test0_12940567,9.062718,,SH,0,600489,100,-20.271800000000084,0
2018-03-22,98,test0_12940567,142.56275599999998,,SH,0,603833,100,-356.2755999999979,0
2018-03-22,99,test0_12940567,2.3306989999999996,,SH,100,600871,100,-1.0698999999999792,0
2018-03-22,100,test0_12940567,14.254275,,SH,100,601198,100,-1.4274999999999594,0
2018-03-22,101,test0_12940567,31.249371999999997,,SH,100,600036,100,-1.9371999999997058,0
2018-03-23,0,test0_12940567,3.260978,,SH,0,600221,100,-1.0978000000000154,0
2018-03-23,1,test0_12940567,4.721416,,SH,0,601216,100,-1.1415999999999649,0
2018-03-23,2,test0_12940567,52.065615,,SZ,0,002739,100,-2.561500000000194,0
2018-03-23,3,test0_12940567,7.362207999999999,,SZ,0,000540,100,-1.220799999999933,0
2018-03-23,4,test0_12940567,66.409917,,SZ,0,002460,100,226.00830000000087,0
2018-03-23,5,test0_12940567,100.03,,SH,0,603799,100,1614.0,0
2018-03-23,6,test0_12940567,29.418822999999996,,SZ,0,300124,100,279.11770000000047,0
2018-03-23,7,test0_12940567,53.496044000000005,,SH,0,601888,100,355.39559999999926,0
2018-03-23,8,test0_12940567,19.135739,,SZ,0,300144,100,6.426099999999835,0
2018-03-23,9,test0_12940567,21.186354000000005,,SH,0,600518,100,106.3645999999995,0
2018-03-23,10,test0_12940567,49.834946,,SH,0,603858,100,-33.49460000000022,0
2018-03-23,11,test0_12940567,26.918073,,SZ,0,300003,100,514.1927000000003,0
2018-03-23,12,test0_12940567,56.877058,,SZ,0,000963,100,784.2942,0
2018-03-23,13,test0_12940567,35.080521,,SZ,0,300015,100,500.9479000000006,0
2018-03-23,14,test0_12940567,20.526156000000004,,SZ,0,002074,100,-42.61560000000024,0
2018-03-23,15,test0_12940567,39.371808,,SZ,0,002294,100,61.81920000000005,0
2018-03-23,16,test0_12940567,74.78242800000001,,SH,0,600436,100,914.7571999999997,0
2018-03-23,17,test0_12940567,67.690301,,SZ,0,002841,100,1147.9698999999996,0
2018-03-23,18,test0_12940567,29.368808000000005,,SZ,0,300122,100,198.11919999999964,0
2018-03-23,19,test0_12940567,39.431825999999994,,SH,0,600196,100,515.8174000000009,0
2018-03-23,20,test0_12940567,49.704907000000006,,SH,0,600009,100,107.50929999999954,0
2018-03-23,21,test0_12940567,73.702104,,SH,0,600276,100,1091.7895999999998,0
2018-03-23,22,test0_12940567,34.41032,,SH,0,600104,100,113.96799999999985,0
2018-03-23,23,test0_12940567,8.242472,,SH,0,603993,100,7.752800000000093,0
2018-03-23,24,test0_12940567,4.981493999999999,,SH,0,600008,100,13.850600000000135,0
2018-03-23,25,test0_12940567,55.21656,,SZ,0,002230,100,-99.65600000000023,0
2018-03-23,26,test0_12940567,24.287284,,SZ,0,002468,100,-34.72839999999984,0
2018-03-23,27,test0_12940567,15.204559999999999,,SZ,0,000738,100,-23.455999999999833,0
2018-03-23,28,test0_12940567,12.40372,,SZ,0,300017,100,-35.371999999999915,0
2018-03-23,29,test0_12940567,13.374011000000001,,SH,0,600372,100,101.59889999999993,0
2018-03-23,30,test0_12940567,26.878061,,SZ,0,002007,100,102.19389999999997,0
2018-03-23,31,test0_12940567,85.80573399999999,,SH,0,603160,100,-370.57339999999925,0
2018-03-23,32,test0_12940567,23.056915,,SZ,0,002044,100,225.30849999999987,0
2018-03-23,33,test0_12940567,60.528153,,SZ,0,000938,100,51.184699999999594,0
2018-03-23,34,test0_12940567,35.940779,,SH,0,600535,100,522.9221000000002,0
2018-03-23,35,test0_12940567,6.271881,,SH,0,600011,100,61.81190000000001,0
2018-03-23,36,test0_12940567,21.516453000000002,,SH,0,600271,100,-89.6453000000001,0
2018-03-23,37,test0_12940567,50.445128999999994,,SH,0,600570,100,-125.51289999999966,0
2018-03-23,38,test0_12940567,40.322092999999995,,SH,0,600038,100,259.79070000000064,0
2018-03-23,39,test0_12940567,15.714713,,SH,0,600233,100,13.528699999999994,0
2018-03-23,40,test0_12940567,17.765328,,SZ,0,002202,100,131.46719999999982,0
2018-03-23,41,test0_12940567,12.033608999999998,,SZ,0,002292,100,-57.36089999999976,0
2018-03-23,42,test0_12940567,12.743822,,SZ,0,002024,100,40.61780000000006,0
2018-03-23,43,test0_12940567,15.224566,,SZ,0,000768,100,104.54340000000002,0
2018-03-23,44,test0_12940567,7.50225,,SZ,0,000627,100,7.774999999999999,0
2018-03-23,45,test0_12940567,19.335799,,SH,0,600663,100,38.420099999999735,0
2018-03-23,46,test0_12940567,13.083924,,SH,0,600895,100,-19.39239999999991,0
2018-03-23,47,test0_12940567,35.920773,,SZ,0,000503,100,231.9227000000005,0
2018-03-23,48,test0_12940567,8.042411999999999,,SH,0,600021,100,51.75880000000017,0
2018-03-23,49,test0_12940567,16.0048,,SH,0,600637,100,-18.47999999999992,0
2018-03-23,50,test0_12940567,21.736518999999998,,SH,0,600118,100,-113.65189999999963,0
2018-03-23,51,test0_12940567,16.524956000000003,,SH,0,600406,100,40.50439999999966,0
2018-03-23,52,test0_12940567,9.542862,,SH,0,601611,100,19.71380000000007,0
2018-03-23,53,test0_12940567,98.699601,,SZ,0,000538,100,205.03989999999988,0
2018-03-23,54,test0_12940567,7.10213,,SH,0,600886,100,-9.213000000000005,0
2018-03-23,55,test0_12940567,5.471641,,SH,0,601718,100,-3.1640999999999586,0
2018-03-23,56,test0_12940567,26.417923000000002,,SH,0,600332,100,273.2076999999997,0
2018-03-23,57,test0_12940567,56.286880999999994,,SZ,0,000333,100,-4.688099999999196,0
2018-03-23,58,test0_12940567,6.001799999999999,,SH,0,601727,100,12.820000000000054,0
2018-03-23,59,test0_12940567,13.013903,,SZ,0,002424,100,90.6096999999999,0
2018-03-23,60,test0_12940567,5.451635,,SH,0,600415,100,0.83650000000004,0
2018-03-23,61,test0_12940567,19.795937000000002,,SZ,0,002450,100,-1.5937000000000978,0
2018-03-23,62,test0_12940567,33.299987,,SH,0,600682,100,-1.998700000000042,0
2018-03-23,63,test0_12940567,33.620083,,SH,0,600085,100,-23.008300000000048,0
2018-03-23,64,test0_12940567,4.4613380000000005,,SH,0,600208,100,16.866199999999942,0
2018-03-23,65,test0_12940567,23.216963,,SH,0,601607,100,-9.69629999999988,0
2018-03-23,66,test0_12940567,7.392217,,SH,0,600297,100,-0.22169999999999135,0
2018-03-23,67,test0_12940567,6.471940999999999,,SH,0,601919,100,-31.194099999999914,0
2018-03-23,68,test0_12940567,5.741721999999999,,SH,0,600023,100,-28.172199999999936,0
2018-03-23,69,test0_12940567,15.0045,,SZ,0,300059,100,-50.45000000000002,0
2018-03-23,70,test0_12940567,70.92127,,SH,0,601318,100,-62.127000000000976,0
2018-03-23,71,test0_12940567,26.377910999999997,,SH,0,601877,100,-181.79109999999986,0
2018-03-23,72,test0_12940567,13.784134,,SH,0,600804,100,17.586600000000097,0
2018-03-23,73,test0_12940567,27.198157000000002,,SH,0,600547,100,194.18429999999987,0
2018-03-23,74,test0_12940567,5.511653,,SH,0,600705,100,-29.165300000000016,0
2018-03-23,75,test0_12940567,7.192157,,SH,0,601117,100,11.78429999999997,0
2018-03-23,76,test0_12940567,6.001799999999999,,SH,0,600688,100,7.820000000000071,0
2018-03-23,77,test0_12940567,727.108067,,SH,0,600519,100,-1604.806700000006,0
2018-03-23,78,test0_12940567,6.60198,,SH,0,600028,100,22.80199999999999,0
2018-03-23,79,test0_12940567,42.062614999999994,,SH,0,601601,100,-280.2614999999996,0
2018-03-23,80,test0_12940567,63.569065,,SZ,0,000423,100,-336.90649999999994,0
2018-03-23,81,test0_12940567,9.062718,,SH,0,600489,100,27.72819999999996,0
2018-03-23,82,test0_12940567,31.249371999999997,,SH,0,600036,100,-93.93719999999988,0
2018-03-23,83,test0_12940567,42.812839999999994,,SZ,100,002415,100,-2.2839999999995086,0
2018-03-23,84,test0_12940567,6.20186,,SH,100,601212,100,-1.1859999999999538,0
2018-03-26,0,test0_12940567,3.260978,,SH,0,600221,100,-1.0978000000000154,0
2018-03-26,1,test0_12940567,4.721416,,SH,0,601216,100,-1.1415999999999649,0
2018-03-26,2,test0_12940567,52.065615,,SZ,0,002739,100,-2.561500000000194,0
2018-03-26,3,test0_12940567,7.362207999999999,,SZ,0,000540,100,-1.220799999999933,0
2018-03-26,4,test0_12940567,29.418822999999996,,SZ,0,300124,100,427.1177000000001,0
2018-03-26,5,test0_12940567,53.496044000000005,,SH,0,601888,100,119.39559999999929,0
2018-03-26,6,test0_12940567,21.186354000000005,,SH,0,600518,100,149.36459999999948,0
2018-03-26,7,test0_12940567,49.834946,,SH,0,603858,100,45.505399999999696,0
2018-03-26,8,test0_12940567,26.918073,,SZ,0,300003,100,643.1927000000002,0
2018-03-26,9,test0_12940567,56.877058,,SZ,0,000963,100,854.2942000000004,0
2018-03-26,10,test0_12940567,35.080521,,SZ,0,300015,100,707.9478999999999,0
2018-03-26,11,test0_12940567,39.371808,,SZ,0,002294,100,230.81919999999982,0
2018-03-26,12,test0_12940567,74.78242800000001,,SH,0,600436,100,1153.7571999999982,0
2018-03-26,13,test0_12940567,67.690301,,SZ,0,002841,100,1233.9698999999996,0
2018-03-26,14,test0_12940567,29.368808000000005,,SZ,0,300122,100,417.1191999999994,0
2018-03-26,15,test0_12940567,39.431825999999994,,SH,0,600196,100,702.8174000000007,0
2018-03-26,16,test0_12940567,49.704907000000006,,SH,0,600009,100,32.50929999999954,0
2018-03-26,17,test0_12940567,73.702104,,SH,0,600276,100,1363.7895999999998,0
2018-03-26,18,test0_12940567,8.242472,,SH,0,603993,100,48.75280000000011,0
2018-03-26,19,test0_12940567,4.981493999999999,,SH,0,600008,100,16.85060000000016,0
2018-03-26,20,test0_12940567,13.374011000000001,,SH,0,600372,100,218.59889999999993,0
2018-03-26,21,test0_12940567,26.878061,,SZ,0,002007,100,174.1939000000002,0
2018-03-26,22,test0_12940567,23.056915,,SZ,0,002044,100,291.30849999999987,0
2018-03-26,23,test0_12940567,35.940779,,SH,0,600535,100,774.9220999999999,0
2018-03-26,24,test0_12940567,6.271881,,SH,0,600011,100,50.811900000000065,0
2018-03-26,25,test0_12940567,50.445128999999994,,SH,0,600570,100,94.48710000000062,0
2018-03-26,26,test0_12940567,40.322092999999995,,SH,0,600038,100,517.7907000000005,0
2018-03-26,27,test0_12940567,17.765328,,SZ,0,002202,100,10.467200000000076,0
2018-03-26,28,test0_12940567,12.743822,,SZ,0,002024,100,78.61779999999996,0
2018-03-26,29,test0_12940567,15.224566,,SZ,0,000768,100,194.54340000000025,0
2018-03-26,30,test0_12940567,7.50225,,SZ,0,000627,100,19.77500000000001,0
2018-03-26,31,test0_12940567,13.083924,,SH,0,600895,100,14.607600000000076,0
2018-03-26,32,test0_12940567,35.920773,,SZ,0,000503,100,304.9227000000002,0
2018-03-26,33,test0_12940567,8.042411999999999,,SH,0,600021,100,58.7588000000002,0
2018-03-26,34,test0_12940567,16.0048,,SH,0,600637,100,3.5199999999999676,0
2018-03-26,35,test0_12940567,21.736518999999998,,SH,0,600118,100,12.348100000000173,0
2018-03-26,36,test0_12940567,16.524956000000003,,SH,0,600406,100,27.504399999999762,0
2018-03-26,37,test0_12940567,9.542862,,SH,0,601611,100,9.713800000000106,0
2018-03-26,38,test0_12940567,98.699601,,SZ,0,000538,100,372.03990000000005,0
2018-03-26,39,test0_12940567,5.471641,,SH,0,601718,100,0.8359000000000449,0
2018-03-26,40,test0_12940567,26.417923000000002,,SH,0,600332,100,352.20769999999993,0
2018-03-26,41,test0_12940567,6.001799999999999,,SH,0,601727,100,-3.1799999999999606,0
2018-03-26,42,test0_12940567,13.013903,,SZ,0,002424,100,128.60969999999998,0
2018-03-26,43,test0_12940567,5.451635,,SH,0,600415,100,-4.163499999999942,0
2018-03-26,44,test0_12940567,19.795937000000002,,SZ,0,002450,100,-1.5937000000000978,0
2018-03-26,45,test0_12940567,33.299987,,SH,0,600682,100,-1.998700000000042,0
2018-03-26,46,test0_12940567,33.620083,,SH,0,600085,100,40.99170000000001,0
2018-03-26,47,test0_12940567,4.4613380000000005,,SH,0,600208,100,1.8661999999999956,0
2018-03-26,48,test0_12940567,23.216963,,SH,0,601607,100,54.30370000000018,0
2018-03-26,49,test0_12940567,7.392217,,SH,0,600297,100,-11.221699999999935,0
2018-03-26,50,test0_12940567,15.0045,,SZ,0,300059,100,66.54999999999998,0
2018-03-26,51,test0_12940567,70.92127,,SH,0,601318,100,-264.1270000000006,0
2018-03-26,52,test0_12940567,26.377910999999997,,SH,0,601877,100,-104.79109999999991,0
2018-03-26,53,test0_12940567,13.784134,,SH,0,600804,100,49.58659999999995,0
2018-03-26,54,test0_12940567,27.198157000000002,,SH,0,600547,100,181.18429999999995,0
2018-03-26,55,test0_12940567,7.192157,,SH,0,601117,100,2.784299999999984,0
2018-03-26,56,test0_12940567,6.001799999999999,,SH,0,600688,100,-3.1799999999999606,0
2018-03-26,57,test0_12940567,6.60198,,SH,0,600028,100,3.80199999999995,0
2018-03-26,58,test0_12940567,63.569065,,SZ,0,000423,100,-315.9065000000005,0
2018-03-26,59,test0_12940567,9.062718,,SH,0,600489,100,22.728199999999887,0
2018-03-26,60,test0_12940567,31.249371999999997,,SH,0,600036,100,-213.9371999999998,0
2018-03-26,61,test0_12940567,42.812839999999994,,SZ,0,002415,100,7.7160000000006335,0
2018-03-26,62,test0_12940567,6.20186,,SH,0,601212,100,10.813999999999968,0
2018-03-27,0,test0_12940567,3.260978,,SH,0,600221,100,-1.0978000000000154,0
2018-03-27,1,test0_12940567,4.721416,,SH,0,601216,100,-1.1415999999999649,0
2018-03-27,2,test0_12940567,52.065615,,SZ,0,002739,100,-2.561500000000194,0
2018-03-27,3,test0_12940567,7.362207999999999,,SZ,0,000540,100,-1.220799999999933,0
2018-03-27,4,test0_12940567,29.418822999999996,,SZ,0,300124,100,483.11770000000035,0
2018-03-27,5,test0_12940567,53.496044000000005,,SH,0,601888,100,203.39559999999963,0
2018-03-27,6,test0_12940567,21.186354000000005,,SH,0,600518,100,149.36459999999948,0
2018-03-27,7,test0_12940567,26.918073,,SZ,0,300003,100,648.1926999999998,0
2018-03-27,8,test0_12940567,56.877058,,SZ,0,000963,100,952.2942000000007,0
2018-03-27,9,test0_12940567,35.080521,,SZ,0,300015,100,811.9479000000006,0
2018-03-27,10,test0_12940567,39.371808,,SZ,0,002294,100,233.81919999999994,0
2018-03-27,11,test0_12940567,74.78242800000001,,SH,0,600436,100,1098.7571999999986,0
2018-03-27,12,test0_12940567,67.690301,,SZ,0,002841,100,1479.969899999999,0
2018-03-27,13,test0_12940567,29.368808000000005,,SZ,0,300122,100,428.11919999999935,0
2018-03-27,14,test0_12940567,39.431825999999994,,SH,0,600196,100,624.8174000000006,0
2018-03-27,15,test0_12940567,49.704907000000006,,SH,0,600009,100,-38.490700000000544,0
2018-03-27,16,test0_12940567,73.702104,,SH,0,600276,100,1300.7895999999987,0
2018-03-27,17,test0_12940567,4.981493999999999,,SH,0,600008,100,20.850600000000163,0
2018-03-27,18,test0_12940567,13.374011000000001,,SH,0,600372,100,217.59889999999996,0
2018-03-27,19,test0_12940567,26.878061,,SZ,0,002007,100,312.1939000000001,0
2018-03-27,20,test0_12940567,23.056915,,SZ,0,002044,100,384.30849999999987,0
2018-03-27,21,test0_12940567,35.940779,,SH,0,600535,100,873.9221,0
2018-03-27,22,test0_12940567,6.271881,,SH,0,600011,100,41.81190000000008,0
2018-03-27,23,test0_12940567,50.445128999999994,,SH,0,600570,100,608.4871000000007,0
2018-03-27,24,test0_12940567,40.322092999999995,,SH,0,600038,100,655.7907000000007,0
2018-03-27,25,test0_12940567,17.765328,,SZ,0,002202,100,44.46720000000006,0
2018-03-27,26,test0_12940567,12.743822,,SZ,0,002024,100,109.61780000000002,0
2018-03-27,27,test0_12940567,15.224566,,SZ,0,000768,100,201.5433999999999,0
2018-03-27,28,test0_12940567,13.083924,,SH,0,600895,100,48.60760000000006,0
2018-03-27,29,test0_12940567,35.920773,,SZ,0,000503,100,415.92270000000013,0
2018-03-27,30,test0_12940567,8.042411999999999,,SH,0,600021,100,94.75880000000015,0
2018-03-27,31,test0_12940567,21.736518999999998,,SH,0,600118,100,65.34810000000029,0
2018-03-27,32,test0_12940567,16.524956000000003,,SH,0,600406,100,32.50439999999983,0
2018-03-27,33,test0_12940567,9.542862,,SH,0,601611,100,33.71380000000013,0
2018-03-27,34,test0_12940567,98.699601,,SZ,0,000538,100,395.03990000000044,0
2018-03-27,35,test0_12940567,5.471641,,SH,0,601718,100,9.83590000000003,0
2018-03-27,36,test0_12940567,26.417923000000002,,SH,0,600332,100,380.2076999999997,0
2018-03-27,37,test0_12940567,6.001799999999999,,SH,0,601727,100,-3.1799999999999606,0
2018-03-27,38,test0_12940567,13.013903,,SZ,0,002424,100,136.60969999999998,0
2018-03-27,39,test0_12940567,5.451635,,SH,0,600415,100,1.8365000000000187,0
2018-03-27,40,test0_12940567,19.795937000000002,,SZ,0,002450,100,-1.5937000000000978,0
2018-03-27,41,test0_12940567,33.299987,,SH,0,600682,100,-1.998700000000042,0
2018-03-27,42,test0_12940567,33.620083,,SH,0,600085,100,59.99169999999978,0
2018-03-27,43,test0_12940567,4.4613380000000005,,SH,0,600208,100,21.866199999999925,0
2018-03-27,44,test0_12940567,23.216963,,SH,0,601607,100,81.30370000000013,0
