,,cancel_time,deal_volume,direction,exchange,frond_id,instrument,offset,order_id,order_price,order_time,price_type,session_id,status,total_volume
2018-01-29,51,,100,,SH,,600028,open,order_69014872,7.44,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,52,,100,,SH,,601111,open,order_31452860,13.22,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,53,,100,,SH,,600583,open,order_78645230,7.27,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,54,,100,,SH,,600089,open,order_59781632,9.92,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,55,,100,,SH,,601898,open,order_20548913,6.34,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,56,,100,,SH,,600177,open,order_12406953,9.98,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,57,,100,,SH,,600011,open,order_64573281,6.48,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,58,,100,,SH,,601939,open,order_10427869,9.52,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,59,,100,,SZ,,002411,open,order_37162850,26.58,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,60,,100,,SH,,600068,open,order_21853970,9.8,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,61,,100,,SZ,,300072,open,order_89105374,39.35,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,62,,100,,SH,,601225,open,order_43265018,10.18,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,63,,100,,SZ,,300122,open,order_28563741,30.11,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,64,,100,,SZ,,300027,open,order_40632857,10.42,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,65,,100,,SH,,600489,open,order_48739056,9.92,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,66,,100,,SH,,603799,open,order_83702495,101.98,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,67,,100,,SH,,601229,open,order_29746308,16.39,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,68,,100,,SZ,,000402,open,order_35780412,12.08,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,69,,100,,SH,,600188,open,order_31274508,18.3,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,70,,100,,SZ,,002024,open,order_46982310,13.38,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,71,,100,,SZ,,002555,open,order_80631259,20.58,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,72,,100,,SZ,,000157,open,order_19687403,4.55,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,73,,100,,SH,,600549,open,order_39781502,25.53,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,74,,100,,SH,,601377,open,order_07436518,7.77,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,75,,100,,SH,,601933,open,order_37682451,11.2,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,76,,100,,SZ,,300017,open,order_23769508,13.13,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,77,,100,,SH,,601375,open,order_04231956,7.15,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,78,,100,,SH,,601117,open,order_07916835,7.6,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,79,,100,,SH,,600585,open,order_54973086,34.97,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,80,,100,,SH,,600170,open,order_40793528,3.92,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,81,,100,,SH,,600606,open,order_84017962,9.52,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,82,,100,,SH,,600048,open,order_45378216,16.98,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,83,,100,,SZ,,000961,open,order_70365241,7.79,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,84,,100,,SZ,,002673,open,order_63814957,13.03,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,85,,100,,SZ,,000709,open,order_71054628,4.16,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,86,,100,,SH,,600837,open,order_13852496,14.14,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,87,,100,,SH,,601669,open,order_20365918,7.57,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,88,,100,,SH,,601866,open,order_40379265,3.52,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,89,,100,,SZ,,000876,open,order_60413257,8.48,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,90,,100,,SZ,,002236,open,order_76503984,25.2,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,91,,100,,SZ,,000623,open,order_28193760,23.05,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,92,,100,,SZ,,002304,open,order_42650791,127.77,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,93,,100,,SH,,600958,open,order_35941708,14.89,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,94,,100,,SH,,600153,open,order_93612587,12.77,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,95,,100,,SH,,600016,open,order_41703928,9.2,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,96,,100,,SH,,601216,open,order_80316759,4.71,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,97,,100,,SH,,601212,open,order_45178062,7.0,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,98,,100,,SH,,601878,open,order_31870526,17.32,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,99,,100,,SH,,601985,open,order_27061459,7.61,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,100,,100,,SH,,600009,open,order_97301486,45.68,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,101,,100,,SZ,,300003,open,order_35824970,26.17,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,102,,100,,SH,,600570,open,order_59418270,50.44,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,103,,100,,SH,,600276,open,order_95738061,73.24,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,104,,100,,SZ,,002153,open,order_45198063,25.45,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,105,,100,,SH,,601012,open,order_18529460,37.6,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,106,,100,,SZ,,300059,open,order_15386047,16.08,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,107,,100,,SH,,600104,open,order_92546873,34.46,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,108,,100,,SH,,601088,open,order_60745183,26.13,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,109,,100,,SZ,,000333,open,order_15786342,59.87,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,110,,100,,SZ,,002594,open,order_06843271,62.9,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,111,,100,,SZ,,000898,open,order_32180956,7.3,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,112,,100,,SZ,,000630,open,order_80495736,2.88,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,113,,100,,SH,,600369,open,order_54261038,4.94,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,114,,100,,SH,,601857,open,order_15203897,9.3,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,115,,100,,SH,,600376,open,order_78061453,10.71,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,116,,100,,SH,,601727,open,order_01684573,6.73,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,117,,100,,SZ,,000627,open,order_79483162,8.15,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,118,,100,,SH,,601788,open,order_47265398,14.94,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,119,,100,,SH,,600926,open,order_34950768,12.78,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,120,,100,,SH,,601989,open,order_18723904,6.22,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,121,,100,,SH,,600704,open,order_94582617,7.28,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,122,,100,,SZ,,000671,open,order_48092617,10.33,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,123,,100,,SZ,,002839,open,order_45012986,10.38,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,124,,100,,SH,,603993,open,order_71652049,7.82,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,125,,100,,SH,,600036,open,order_26901384,32.98,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,126,,100,,SZ,,300033,open,order_29465871,61.0,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,127,,100,,SH,,601186,open,order_07632149,12.0,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,128,,100,,SZ,,000783,open,order_96850734,8.24,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,129,,100,,SH,,600415,open,order_04896731,5.95,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,130,,100,,SH,,601099,open,order_01948652,3.78,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,131,,100,,SH,,601166,open,order_42109386,18.94,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,132,,100,,SZ,,002572,open,order_56280931,37.21,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,133,,100,,SZ,,002044,open,order_21657309,23.71,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,134,,100,,SZ,,002739,open,order_43519760,52.04,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,135,,100,,SH,,600436,open,order_48370961,73.41,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,136,,100,,SZ,,002601,open,order_57690234,17.41,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,137,,100,,SZ,,300315,open,order_58794062,6.7,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,138,,100,,SH,,603833,open,order_05918374,135.41,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,139,,100,,SH,,600804,open,order_53721804,16.79,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,140,,100,,SH,,601169,open,order_26435819,7.61,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,141,,100,,SZ,,002065,open,order_27381596,9.08,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,142,,100,,SH,,601958,open,order_89156723,7.74,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,143,,100,,SH,,601018,open,order_09218356,5.45,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,144,,100,,SH,,601800,open,order_25974810,14.65,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,145,,100,,SZ,,300015,open,order_81379520,34.9,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,146,,100,,SH,,600795,open,order_71698352,3.25,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,147,,100,,SH,,600519,open,order_80519264,736.32,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,148,,100,,SH,,600109,open,order_82049536,9.94,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,149,,100,,SZ,,000002,open,order_17546302,38.57,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,150,,100,,SZ,,002027,open,order_31926748,14.49,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,151,,100,,SH,,601118,open,order_84295716,6.42,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,152,,100,,SZ,,002252,open,order_72035846,19.89,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,153,,100,,SH,,601390,open,order_30768915,8.7,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,154,,100,,SH,,601318,open,order_75286410,73.36,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,155,,100,,SH,,601328,open,order_43628507,6.92,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,156,,100,,SH,,600030,open,order_83504291,22.11,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,157,,100,,SH,,601633,open,order_57082619,12.51,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,158,,100,,SH,,600373,open,order_57468219,17.2,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,159,,100,,SZ,,000625,open,order_93452087,13.16,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,160,,100,,SH,,600663,open,order_92654307,20.29,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,161,,100,,SH,,601628,open,order_15972086,30.32,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,162,,100,,SZ,,002624,open,order_37480652,31.06,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,163,,100,,SH,,600690,open,order_59826304,20.79,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,164,,100,,SH,,600739,open,order_02469813,18.06,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,165,,100,,SH,,601006,open,order_32056481,10.07,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,166,,100,,SZ,,000423,open,order_26987304,64.99,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,167,,100,,SZ,,300124,open,order_65418293,28.95,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,168,,100,,SH,,601997,open,order_02913578,16.96,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,169,,100,,SH,,600406,open,order_79368542,17.78,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,170,,100,,SH,,601668,open,order_34250918,10.5,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,171,,100,,SH,,600535,open,order_71428603,36.55,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,172,,100,,SZ,,002142,open,order_41750269,19.5,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,173,,100,,SZ,,002500,open,order_50243961,9.75,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,174,,100,,SH,,601899,open,order_64392580,5.04,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,175,,100,,SH,,601211,open,order_62748053,20.37,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,176,,100,,SZ,,002508,open,order_98453021,52.15,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,177,,100,,SH,,600820,open,order_85271690,8.36,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,178,,100,,SZ,,000651,open,order_82970146,55.78,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,179,,100,,SH,,600383,open,order_97860214,16.34,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,180,,100,,SZ,,002008,open,order_28693051,50.18,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,181,,100,,SZ,,000069,open,order_15849376,10.44,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,182,,100,,SH,,601991,open,order_36782490,4.23,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,183,,100,,SZ,,002797,open,order_91567238,10.51,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,184,,100,,SZ,,300251,open,order_95381276,13.8,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,185,,100,,SZ,,000060,open,order_52941670,11.82,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,186,,100,,SZ,,000750,open,order_48736019,5.13,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,187,,100,,SH,,600547,open,order_85917064,32.38,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,188,,100,,SH,,601228,open,order_26839041,6.45,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,189,,100,,SZ,,002146,open,order_74892061,13.88,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,190,,100,,SZ,,000540,open,order_58934671,7.35,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,191,,100,,SZ,,000776,open,order_28609513,19.51,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,192,,100,,SZ,,000728,open,order_61843295,11.23,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,193,,100,,SH,,601818,open,order_10236548,4.75,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,194,,100,,SZ,,000338,open,order_29013846,9.05,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,195,,100,,SH,,600682,open,order_95314860,37.95,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,196,,100,,SH,,601555,open,order_41703685,10.07,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,197,,100,,SH,,600919,open,order_31570928,8.15,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,198,,100,,SH,,600061,open,order_50742896,13.88,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,199,,100,,SH,,600909,open,order_50613984,8.15,2018-01-29,fix,test0_12940567,filled,100
2018-01-29,200,,100,,SH,,600050,open,order_48975630,7.14,2018-01-29,fix,test0_12940567,filled,100
2018-01-30,0,,100,,SH,,600887,close,order_18459037,33.33,2018-01-30,fix,test0_12940567,filled,100
2018-01-30,1,,100,,SH,,600482,open,order_30745126,24.2,2018-01-30,fix,test0_12940567,filled,100
2018-01-30,2,,100,,SZ,,000858,close,order_86735429,81.4,2018-01-30,fix,test0_12940567,filled,100
2018-01-30,3,,100,,SZ,,300122,close,order_31948065,29.21,2018-01-30,fix,test0_12940567,filled,100
2018-01-30,4,,100,,SH,,600549,close,order_98075624,25.85,2018-01-30,fix,test0_12940567,filled,100
2018-01-30,5,,100,,SZ,,000983,open,order_24135769,10.72,2018-01-30,fix,test0_12940567,filled,100
2018-01-30,6,,100,,SZ,,002304,close,order_28540679,124.99,2018-01-30,fix,test0_12940567,filled,100
2018-01-30,7,,100,,SZ,,002594,close,order_36852140,63.45,2018-01-30,fix,test0_12940567,filled,100
2018-01-30,8,,100,,SZ,,000627,close,order_02379146,8.14,2018-01-30,fix,test0_12940567,filled,100
2018-01-30,9,,100,,SZ,,002839,close,order_92153046,10.59,2018-01-30,fix,test0_12940567,filled,100
2018-01-30,10,,100,,SH,,600893,open,order_04527138,25.69,2018-01-30,fix,test0_12940567,filled,100
2018-01-30,11,,100,,SZ,,002572,close,order_30419628,37.6,2018-01-30,fix,test0_12940567,filled,100
2018-01-30,12,,100,,SH,,600804,close,order_56940182,16.59,2018-01-30,fix,test0_12940567,filled,100
2018-01-30,13,,100,,SH,,600519,close,order_28156439,742.08,2018-01-30,fix,test0_12940567,filled,100
2018-01-30,14,,100,,SH,,600029,open,order_78103625,11.77,2018-01-30,fix,test0_12940567,filled,100
2018-01-30,15,,100,,SH,,601628,close,order_02617943,30.0,2018-01-30,fix,test0_12940567,filled,100
2018-01-30,16,,100,,SZ,,002008,close,order_13576492,50.02,2018-01-30,fix,test0_12940567,filled,100
2018-01-30,17,,100,,SZ,,002202,open,order_83405217,18.29,2018-01-30,fix,test0_12940567,filled,100
2018-01-31,0,,100,,SH,,600031,close,order_17435890,9.19,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,1,,100,,SH,,600482,close,order_95023164,24.1,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,2,,100,,SZ,,000725,close,order_82639751,6.08,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,3,,100,,SH,,600871,close,order_05371642,2.65,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,4,,100,,SH,,600816,close,order_29671043,12.97,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,5,,100,,SH,,601608,close,order_46082359,4.04,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,6,,100,,SH,,600089,close,order_03217694,9.81,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,7,,100,,SZ,,002411,close,order_46591308,26.39,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,8,,100,,SZ,,000157,close,order_96728053,4.49,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,9,,100,,SH,,600606,close,order_30294685,9.24,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,10,,100,,SH,,601669,close,order_61852409,7.33,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,11,,100,,SZ,,002153,close,order_28596104,25.32,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,12,,100,,SZ,,002065,close,order_35407261,7.86,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,13,,100,,SH,,601958,close,order_75168320,7.29,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,14,,100,,SH,,601318,close,order_05426139,75.08,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,15,,100,,SH,,600362,open,order_32017849,20.74,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,16,,100,,SH,,600663,close,order_02835647,19.57,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,17,,100,,SZ,,002624,close,order_30157964,29.85,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,18,,100,,SH,,600535,close,order_94526731,35.83,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,19,,100,,SH,,600820,close,order_02915638,8.26,2018-01-31,fix,test0_12940567,filled,100
2018-01-31,20,,100,,SH,,600383,close,order_07235941,15.66,2018-01-31,fix,test0_12940567,filled,100
2018-02-01,0,,100,,SH,,600637,close,order_16705329,16.09,2018-02-01,fix,test0_12940567,filled,100
2018-02-01,1,,100,,SH,,600390,close,order_41206587,11.08,2018-02-01,fix,test0_12940567,filled,100
2018-02-01,2,,100,,SH,,600100,close,order_29308146,9.52,2018-02-01,fix,test0_12940567,filled,100
2018-02-01,3,,100,,SH,,601688,close,order_70958642,19.69,2018-02-01,fix,test0_12940567,filled,100
2018-02-01,4,,100,,SH,,601901,close,order_34629810,6.86,2018-02-01,fix,test0_12940567,filled,100
2018-02-01,5,,100,,SZ,,000001,close,order_26139084,14.03,2018-02-01,fix,test0_12940567,filled,100
2018-02-01,6,,100,,SZ,,000425,close,order_72093615,4.43,2018-02-01,fix,test0_12940567,filled,100
2018-02-01,7,,100,,SH,,600705,close,order_24851796,5.63,2018-02-01,fix,test0_12940567,filled,100
2018-02-01,8,,100,,SZ,,002714,close,order_05493672,54.3,2018-02-01,fix,test0_12940567,filled,100
2018-02-01,9,,100,,SH,,601611,close,order_27351608,10.61,2018-02-01,fix,test0_12940567,filled,100
2018-02-01,10,,100,,SH,,600177,close,order_68145732,9.09,2018-02-01,fix,test0_12940567,filled,100
2018-02-01,11,,100,,SH,,600489,close,order_24569170,9.28,2018-02-01,fix,test0_12940567,filled,100
2018-02-01,12,,100,,SZ,,000402,close,order_76203148,11.52,2018-02-01,fix,test0_12940567,filled,100
2018-02-01,13,,100,,SZ,,002024,close,order_24618593,12.48,2018-02-01,fix,test0_12940567,filled,100
2018-02-01,14,,100,,SH,,601878,close,order_57148269,15.07,2018-02-01,fix,test0_12940567,filled,100
