,,deal_price,deal_time,deal_volume,direction,exchange,instrument,offset,order_id,trade_id
2018-01-29,44,3.260978,2018-01-29,100,,SH,600221,open,order_91672340,deal_92841705
2018-01-29,45,19.255775,2018-01-29,100,,SZ,300144,open,order_68054317,deal_24385761
2018-01-29,46,8.382513999999999,2018-01-29,100,,SH,600115,open,order_58924631,deal_18624970
2018-01-29,47,5.711713,2018-01-29,100,,SH,600705,open,order_07183964,deal_07189546
2018-01-29,48,60.32809299999999,2018-01-29,100,,SZ,002714,open,order_04278956,deal_54398170
2018-01-29,49,10.853254999999999,2018-01-29,100,,SH,601611,open,order_36928045,deal_35960124
2018-01-29,50,16.564968,2018-01-29,100,,SH,600977,open,order_85926374,deal_26471950
2018-01-29,51,7.452234999999999,2018-01-29,100,,SH,600028,open,order_69014872,deal_46829130
2018-01-29,52,13.233969,2018-01-29,100,,SH,601111,open,order_31452860,deal_14369820
2018-01-29,53,7.282183999999998,2018-01-29,100,,SH,600583,open,order_78645230,deal_07123569
2018-01-29,54,9.932979,2018-01-29,100,,SH,600089,open,order_59781632,deal_09238641
2018-01-29,55,6.3519049999999995,2018-01-29,100,,SH,601898,open,order_20548913,deal_72853109
2018-01-29,56,9.992996999999999,2018-01-29,100,,SH,600177,open,order_12406953,deal_25470618
2018-01-29,57,6.491947,2018-01-29,100,,SH,600011,open,order_64573281,deal_32478659
2018-01-29,58,9.532858999999998,2018-01-29,100,,SH,601939,open,order_10427869,deal_78196352
2018-01-29,59,26.597977,2018-01-29,100,,SZ,002411,open,order_37162850,deal_19025638
2018-01-29,60,9.812943,2018-01-29,100,,SH,600068,open,order_21853970,deal_04189235
2018-01-29,61,39.371808,2018-01-29,100,,SZ,300072,open,order_89105374,deal_48295106
2018-01-29,62,10.193057,2018-01-29,100,,SH,601225,open,order_43265018,deal_40217935
2018-01-29,63,30.129036,2018-01-29,100,,SZ,300122,open,order_28563741,deal_97236405
2018-01-29,64,10.433129,2018-01-29,100,,SZ,300027,open,order_40632857,deal_60374529
2018-01-29,65,9.932979,2018-01-29,100,,SH,600489,open,order_48739056,deal_80529631
2018-01-29,66,102.020597,2018-01-29,100,,SH,603799,open,order_83702495,deal_65893014
2018-01-29,67,16.40492,2018-01-29,100,,SH,601229,open,order_29746308,deal_79405623
2018-01-29,68,12.093627,2018-01-29,100,,SZ,000402,open,order_35780412,deal_87491360
2018-01-29,69,18.315493,2018-01-29,100,,SH,600188,open,order_31274508,deal_21438506
2018-01-29,70,13.394016999999998,2018-01-29,100,,SZ,002024,open,order_46982310,deal_03986512
2018-01-29,71,20.596176999999997,2018-01-29,100,,SZ,002555,open,order_80631259,deal_92475086
2018-01-29,72,4.561367999999999,2018-01-29,100,,SZ,000157,open,order_19687403,deal_27368159
2018-01-29,73,25.547662000000006,2018-01-29,100,,SH,600549,open,order_39781502,deal_58920741
2018-01-29,74,7.782333999999999,2018-01-29,100,,SH,601377,open,order_07436518,deal_76018943
2018-01-29,75,11.213363,2018-01-29,100,,SH,601933,open,order_37682451,deal_98610527
2018-01-29,76,13.143942,2018-01-29,100,,SZ,300017,open,order_23769508,deal_26531498
2018-01-29,77,7.162147999999999,2018-01-29,100,,SH,601375,open,order_04231956,deal_59736284
2018-01-29,78,7.612283,2018-01-29,100,,SH,601117,open,order_07916835,deal_50847326
2018-01-29,79,34.99049399999999,2018-01-29,100,,SH,600585,open,order_54973086,deal_05129486
2018-01-29,80,3.9311789999999998,2018-01-29,100,,SH,600170,open,order_40793528,deal_85249016
2018-01-29,81,9.532858999999998,2018-01-29,100,,SH,600606,open,order_84017962,deal_82576413
2018-01-29,82,16.995097,2018-01-29,100,,SH,600048,open,order_45378216,deal_32695017
2018-01-29,83,7.802339999999999,2018-01-29,100,,SZ,000961,open,order_70365241,deal_36519742
2018-01-29,84,13.043912,2018-01-29,100,,SZ,002673,open,order_63814957,deal_49327608
2018-01-29,85,4.171251,2018-01-29,100,,SZ,000709,open,order_71054628,deal_41870295
2018-01-29,86,14.154244999999998,2018-01-29,100,,SH,600837,open,order_13852496,deal_74698315
2018-01-29,87,7.582274,2018-01-29,100,,SH,601669,open,order_20365918,deal_59378604
2018-01-29,88,3.5310589999999995,2018-01-29,100,,SH,601866,open,order_40379265,deal_96302571
2018-01-29,89,8.492547,2018-01-29,100,,SZ,000876,open,order_60413257,deal_03785419
2018-01-29,90,25.217563,2018-01-29,100,,SZ,002236,open,order_76503984,deal_62984173
2018-01-29,91,23.066918,2018-01-29,100,,SZ,000623,open,order_28193760,deal_96307248
2018-01-29,92,127.818334,2018-01-29,100,,SZ,002304,open,order_42650791,deal_89350274
2018-01-29,93,14.904469999999998,2018-01-29,100,,SH,600958,open,order_35941708,deal_51978634
2018-01-29,94,12.783833999999999,2018-01-29,100,,SH,600153,open,order_93612587,deal_87905412
2018-01-29,95,9.212762999999999,2018-01-29,100,,SH,600016,open,order_41703928,deal_21875439
2018-01-29,96,4.721416,2018-01-29,100,,SH,601216,open,order_80316759,deal_09657421
2018-01-29,97,7.012103,2018-01-29,100,,SH,601212,open,order_45178062,deal_38501496
2018-01-29,98,17.335199000000003,2018-01-29,100,,SH,601878,open,order_31870526,deal_34926810
2018-01-29,99,7.622286,2018-01-29,100,,SH,601985,open,order_27061459,deal_91632075
2018-01-29,100,45.703706999999994,2018-01-29,100,,SH,600009,open,order_97301486,deal_92064351
2018-01-29,101,26.187854,2018-01-29,100,,SZ,300003,open,order_35824970,deal_41653289
2018-01-29,102,50.465135000000004,2018-01-29,100,,SH,600570,open,order_59418270,deal_89315460
2018-01-29,103,73.271975,2018-01-29,100,,SH,600276,open,order_95738061,deal_59024713
2018-01-29,104,25.467637999999997,2018-01-29,100,,SZ,002153,open,order_45198063,deal_93751264
2018-01-29,105,37.621283,2018-01-29,100,,SH,601012,open,order_18529460,deal_23956408
2018-01-29,106,16.094827,2018-01-29,100,,SZ,300059,open,order_15386047,deal_34167085
2018-01-29,107,34.480340999999996,2018-01-29,100,,SH,600104,open,order_92546873,deal_25348190
2018-01-29,108,26.147842,2018-01-29,100,,SH,601088,open,order_60745183,deal_96023857
2018-01-29,109,59.897964,2018-01-29,100,,SZ,000333,open,order_15786342,deal_93614850
2018-01-29,110,62.928872999999996,2018-01-29,100,,SZ,002594,open,order_06843271,deal_47581369
2018-01-29,111,7.312193,2018-01-29,100,,SZ,000898,open,order_32180956,deal_87029543
2018-01-29,112,2.8908669999999996,2018-01-29,100,,SZ,000630,open,order_80495736,deal_40953278
2018-01-29,113,4.951485,2018-01-29,100,,SH,600369,open,order_54261038,deal_58913472
2018-01-29,114,9.312793,2018-01-29,100,,SH,601857,open,order_15203897,deal_54172086
2018-01-29,115,10.723216,2018-01-29,100,,SH,600376,open,order_78061453,deal_65701324
2018-01-29,116,6.7420219999999995,2018-01-29,100,,SH,601727,open,order_01684573,deal_28751930
2018-01-29,117,8.162448,2018-01-29,100,,SZ,000627,open,order_79483162,deal_45670329
2018-01-29,118,14.954485,2018-01-29,100,,SH,601788,open,order_47265398,deal_04912867
2018-01-29,119,12.793836999999998,2018-01-29,100,,SH,600926,open,order_34950768,deal_06731845
2018-01-29,120,6.231869,2018-01-29,100,,SH,601989,open,order_18723904,deal_59814736
2018-01-29,121,7.292187,2018-01-29,100,,SH,600704,open,order_94582617,deal_02614937
2018-01-29,122,10.343101999999998,2018-01-29,100,,SZ,000671,open,order_48092617,deal_98031624
2018-01-29,123,10.393117,2018-01-29,100,,SZ,002839,open,order_45012986,deal_95217864
2018-01-29,124,7.832348999999999,2018-01-29,100,,SH,603993,open,order_71652049,deal_46829531
2018-01-29,125,32.999897,2018-01-29,100,,SH,600036,open,order_26901384,deal_75012893
2018-01-29,126,61.028302999999994,2018-01-29,100,,SZ,300033,open,order_29465871,deal_10685792
2018-01-29,127,12.013603,2018-01-29,100,,SH,601186,open,order_07632149,deal_04815627
2018-01-29,128,8.252474999999999,2018-01-29,100,,SZ,000783,open,order_96850734,deal_74130269
2018-01-29,129,5.961788,2018-01-29,100,,SH,600415,open,order_04896731,deal_72480691
2018-01-29,130,3.7911369999999995,2018-01-29,100,,SH,601099,open,order_01948652,deal_98307461
2018-01-29,131,18.955685000000003,2018-01-29,100,,SH,601166,open,order_42109386,deal_09683214
2018-01-29,132,37.231166,2018-01-29,100,,SZ,002572,open,order_56280931,deal_85391420
2018-01-29,133,23.727116000000006,2018-01-29,100,,SZ,002044,open,order_21657309,deal_78012954
2018-01-29,134,52.065615,2018-01-29,100,,SZ,002739,open,order_43519760,deal_46813259
2018-01-29,135,73.442026,2018-01-29,100,,SH,600436,open,order_48370961,deal_53296784
2018-01-29,136,17.425226000000002,2018-01-29,100,,SZ,002601,open,order_57690234,deal_61953482
2018-01-29,137,6.712013,2018-01-29,100,,SZ,300315,open,order_58794062,deal_79435162
2018-01-29,138,135.46062599999996,2018-01-29,100,,SH,603833,open,order_05918374,deal_35162490
2018-01-29,139,16.805039999999998,2018-01-29,100,,SH,600804,open,order_53721804,deal_13952608
2018-01-29,140,7.622286,2018-01-29,100,,SH,601169,open,order_26435819,deal_94285703
2018-01-29,141,9.092727,2018-01-29,100,,SZ,002065,open,order_27381596,deal_59260184
2018-01-29,142,7.752325,2018-01-29,100,,SH,601958,open,order_89156723,deal_92053864
2018-01-29,143,5.461638000000001,2018-01-29,100,,SH,601018,open,order_09218356,deal_51068297
2018-01-29,144,14.664397999999998,2018-01-29,100,,SH,601800,open,order_25974810,deal_71429350
2018-01-29,145,34.920472999999994,2018-01-29,100,,SZ,300015,open,order_81379520,deal_45396028
2018-01-29,146,3.260978,2018-01-29,100,,SH,600795,open,order_71698352,deal_24739581
2018-01-29,147,736.550899,2018-01-29,100,,SH,600519,open,order_80519264,deal_81650432
2018-01-29,148,9.952984999999998,2018-01-29,100,,SH,600109,open,order_82049536,deal_56438712
2018-01-29,149,38.591574,2018-01-29,100,,SZ,000002,open,order_17546302,deal_82357490
2018-01-29,150,14.504349999999999,2018-01-29,100,,SZ,002027,open,order_31926748,deal_25781649
2018-01-29,151,6.431929,2018-01-29,100,,SH,601118,open,order_84295716,deal_40368712
2018-01-29,152,19.905970000000003,2018-01-29,100,,SZ,002252,open,order_72035846,deal_67941503
2018-01-29,153,8.712613,2018-01-29,100,,SH,601390,open,order_30768915,deal_06943527
2018-01-29,154,73.392011,2018-01-29,100,,SH,601318,open,order_75286410,deal_52067318
2018-01-29,155,6.932079,2018-01-29,100,,SH,601328,open,order_43628507,deal_95410763
2018-01-29,156,22.126635999999998,2018-01-29,100,,SH,600030,open,order_83504291,deal_10985432
2018-01-29,157,12.523755999999999,2018-01-29,100,,SH,601633,open,order_57082619,deal_58764190
2018-01-29,158,17.215163,2018-01-29,100,,SH,600373,open,order_57468219,deal_96785041
2018-01-29,159,13.173950999999999,2018-01-29,100,,SZ,000625,open,order_93452087,deal_32019465
2018-01-29,160,20.306089999999998,2018-01-29,100,,SH,600663,open,order_92654307,deal_56143908
2018-01-29,161,30.339099,2018-01-29,100,,SH,601628,open,order_15972086,deal_96712843
2018-01-29,162,31.079321,2018-01-29,100,,SZ,002624,open,order_37480652,deal_45398672
2018-01-29,163,20.80624,2018-01-29,100,,SH,600690,open,order_59826304,deal_62970351
2018-01-29,164,18.075421,2018-01-29,100,,SH,600739,open,order_02469813,deal_23804756
2018-01-29,165,10.083024,2018-01-29,100,,SH,601006,open,order_32056481,deal_89216570
2018-01-29,166,65.0195,2018-01-29,100,,SZ,000423,open,order_26987304,deal_76802543
2018-01-29,167,28.968687999999997,2018-01-29,100,,SZ,300124,open,order_65418293,deal_34298761
2018-01-29,168,16.975091000000003,2018-01-29,100,,SH,601997,open,order_02913578,deal_38061245
2018-01-29,169,17.795337000000004,2018-01-29,100,,SH,600406,open,order_79368542,deal_97634510
2018-01-29,170,10.513152999999999,2018-01-29,100,,SH,601668,open,order_34250918,deal_79105824
2018-01-29,171,36.57096799999999,2018-01-29,100,,SH,600535,open,order_71428603,deal_28459173
2018-01-29,172,19.515853000000003,2018-01-29,100,,SZ,002142,open,order_41750269,deal_61342587
2018-01-29,173,9.762927999999999,2018-01-29,100,,SZ,002500,open,order_50243961,deal_29753416
2018-01-29,174,5.051515,2018-01-29,100,,SH,601899,open,order_64392580,deal_20341859
2018-01-29,175,20.386114000000003,2018-01-29,100,,SH,601211,open,order_62748053,deal_09625418
2018-01-29,176,52.175648,2018-01-29,100,,SZ,002508,open,order_98453021,deal_04691258
2018-01-29,177,8.372510999999998,2018-01-29,100,,SH,600820,open,order_85271690,deal_89374651
2018-01-29,178,55.80673699999999,2018-01-29,100,,SZ,000651,open,order_82970146,deal_95106324
2018-01-29,179,16.354905000000002,2018-01-29,100,,SH,600383,open,order_97860214,deal_61972043
2018-01-29,180,50.205057,2018-01-29,100,,SZ,002008,open,order_28693051,deal_57892013
2018-01-29,181,10.453135,2018-01-29,100,,SZ,000069,open,order_15849376,deal_30517426
2018-01-29,182,4.2412719999999995,2018-01-29,100,,SH,601991,open,order_36782490,deal_58019746
2018-01-29,183,10.523155999999998,2018-01-29,100,,SZ,002797,open,order_91567238,deal_64159720
2018-01-29,184,13.814143,2018-01-29,100,,SZ,300251,open,order_95381276,deal_73069284
2018-01-29,185,11.833549,2018-01-29,100,,SZ,000060,open,order_52941670,deal_26087519
2018-01-29,186,5.141541999999999,2018-01-29,100,,SZ,000750,open,order_48736019,deal_12358690
2018-01-29,187,32.399717,2018-01-29,100,,SH,600547,open,order_85917064,deal_30921586
2018-01-29,188,6.461938,2018-01-29,100,,SH,601228,open,order_26839041,deal_94703561
2018-01-29,189,13.894167,2018-01-29,100,,SZ,002146,open,order_74892061,deal_30256891
2018-01-29,190,7.362207999999999,2018-01-29,100,,SZ,000540,open,order_58934671,deal_45793086
2018-01-29,191,19.525856,2018-01-29,100,,SZ,000776,open,order_28609513,deal_36125079
2018-01-29,192,11.243371999999999,2018-01-29,100,,SZ,000728,open,order_61843295,deal_91037485
2018-01-29,193,4.7614279999999995,2018-01-29,100,,SH,601818,open,order_10236548,deal_16507248
2018-01-29,194,9.062718,2018-01-29,100,,SZ,000338,open,order_29013846,deal_91546087
2018-01-29,195,37.971388,2018-01-29,100,,SH,600682,open,order_95314860,deal_03158942
2018-01-29,196,10.083024,2018-01-29,100,,SH,601555,open,order_41703685,deal_72345618
2018-01-29,197,8.162448,2018-01-29,100,,SH,600919,open,order_31570928,deal_35847190
2018-01-29,198,13.894167,2018-01-29,100,,SH,600061,open,order_50742896,deal_25978613
2018-01-29,199,8.162448,2018-01-29,100,,SH,600909,open,order_50613984,deal_62809413
2018-01-29,200,7.152144999999999,2018-01-29,100,,SH,600050,open,order_48975630,deal_29560137
2018-01-30,0,33.276684,2018-01-30,100,,SH,600887,close,order_18459037,deal_52184039
2018-01-30,1,24.217263,2018-01-30,100,,SH,600482,open,order_30745126,deal_62539704
2018-01-30,2,81.267915,2018-01-30,100,,SZ,000858,close,order_86735429,deal_81093546
2018-01-30,3,29.156200000000002,2018-01-30,100,,SZ,300122,close,order_31948065,deal_62318754
2018-01-30,4,25.806408,2018-01-30,100,,SH,600549,close,order_98075624,deal_04598736
2018-01-30,5,10.733218999999998,2018-01-30,100,,SZ,000983,open,order_24135769,deal_79034182
2018-01-30,6,124.79252999999999,2018-01-30,100,,SZ,002304,close,order_28540679,deal_26189473
2018-01-30,7,63.34484000000001,2018-01-30,100,,SZ,002594,close,order_36852140,deal_71348295
2018-01-30,8,8.117805000000002,2018-01-30,100,,SZ,000627,close,order_02379146,deal_67209134
2018-01-30,9,10.56413,2018-01-30,100,,SZ,002839,close,order_92153046,deal_27460193
2018-01-30,10,25.707710000000002,2018-01-30,100,,SH,600893,open,order_04527138,deal_08347912
2018-01-30,11,37.533615000000005,2018-01-30,100,,SZ,002572,close,order_30419628,deal_61270398
2018-01-30,12,16.558446,2018-01-30,100,,SH,600804,close,order_56940182,deal_40321768
2018-01-30,13,741.105309,2018-01-30,100,,SH,600519,close,order_28156439,deal_79346082
2018-01-30,14,11.783534,2018-01-30,100,,SH,600029,open,order_78103625,deal_76423158
2018-01-30,15,29.951013000000003,2018-01-30,100,,SH,601628,close,order_02617943,deal_92078341
2018-01-30,16,49.93498500000001,2018-01-30,100,,SZ,002008,close,order_13576492,deal_25168934
2018-01-30,17,18.30549,2018-01-30,100,,SZ,002202,open,order_83405217,deal_47613820
2018-01-31,0,9.168066,2018-01-31,100,,SH,600031,close,order_17435890,deal_68201534
2018-01-31,1,24.058683000000002,2018-01-31,100,,SH,600482,close,order_95023164,deal_05483617
2018-01-31,2,6.060895,2018-01-31,100,,SZ,000725,close,order_82639751,deal_57163842
2018-01-31,3,2.6365680000000005,2018-01-31,100,,SH,600871,close,order_05371642,deal_89561704
2018-01-31,4,12.943152,2018-01-31,100,,SH,600816,close,order_29671043,deal_72580619
2018-01-31,5,4.024761000000001,2018-01-31,100,,SH,601608,close,order_46082359,deal_04761289
2018-01-31,6,9.787260000000002,2018-01-31,100,,SH,600089,close,order_03217694,deal_56320978
2018-01-31,7,26.34043,2018-01-31,100,,SZ,002411,close,order_46591308,deal_07368214
2018-01-31,8,4.473280000000001,2018-01-31,100,,SZ,000157,close,order_96728053,deal_76412083
2018-01-31,9,9.218001000000001,2018-01-31,100,,SH,600606,close,order_30294685,deal_89513702
2018-01-31,10,7.310484,2018-01-31,100,,SH,601669,close,order_61852409,deal_32418097
2018-01-31,11,25.272035000000002,2018-01-31,100,,SZ,002153,close,order_28596104,deal_98162534
2018-01-31,12,7.8382249999999996,2018-01-31,100,,SZ,002065,close,order_35407261,deal_14023985
2018-01-31,13,7.270536000000001,2018-01-31,100,,SH,601958,close,order_75168320,deal_86321507
2018-01-31,14,74.972409,2018-01-31,100,,SH,601318,close,order_05426139,deal_37619540
2018-01-31,15,20.756225,2018-01-31,100,,SH,600362,open,order_32017849,deal_58124973
2018-01-31,16,19.534571999999997,2018-01-31,100,,SH,600663,close,order_02835647,deal_73584920
2018-01-31,17,29.795240000000003,2018-01-31,100,,SZ,002624,close,order_30157964,deal_83016954
2018-01-31,18,35.773434,2018-01-31,100,,SH,600535,close,order_94526731,deal_54087361
2018-01-31,19,8.239275,2018-01-31,100,,SH,600820,close,order_02915638,deal_64302987
2018-01-31,20,15.629655,2018-01-31,100,,SH,600383,close,order_07235941,deal_37908215
2018-02-01,0,16.059095999999997,2018-02-01,100,,SH,600637,close,order_16705329,deal_97215468
2018-02-01,1,11.055608999999999,2018-02-01,100,,SH,600390,close,order_41206587,deal_32417058
2018-02-01,2,9.497637000000001,2018-02-01,100,,SH,600100,close,order_29308146,deal_64159023
2018-02-01,3,19.654416,2018-02-01,100,,SH,601688,close,order_70958642,deal_98463172
2018-02-01,4,6.841095,2018-02-01,100,,SH,601901,close,order_34629810,deal_91754036
2018-02-01,5,13.998970000000002,2018-02-01,100,,SZ,000001,close,order_26139084,deal_61294758
2018-02-01,6,4.4133700000000005,2018-02-01,100,,SZ,000425,close,order_72093615,deal_85120397
2018-02-01,7,5.612694,2018-02-01,100,,SH,600705,close,order_24851796,deal_02473915
2018-02-01,8,54.208565,2018-02-01,100,,SZ,002714,close,order_05493672,deal_47962315
2018-02-01,9,10.58622,2018-02-01,100,,SH,601611,close,order_27351608,deal_85729031
2018-02-01,10,9.068196,2018-02-01,100,,SH,600177,close,order_68145732,deal_68749130
2018-02-01,11,9.257949,2018-02-01,100,,SH,600489,close,order_24569170,deal_03897425
2018-02-01,12,11.492735,2018-02-01,100,,SZ,000402,close,order_76203148,deal_36495702
2018-02-01,13,12.451295,2018-02-01,100,,SZ,002024,close,order_24618593,deal_98021764
2018-02-01,14,15.040422000000001,2018-02-01,100,,SH,601878,close,order_57148269,deal_98605217
2018-02-01,15,59.241005000000015,2018-02-01,100,,SZ,000333,close,order_57839640,deal_29064785
2018-02-01,16,10.016960999999998,2018-02-01,100,,SH,600376,close,order_32405819,deal_42087365
2018-02-01,17,6.321771,2018-02-01,100,,SH,601727,close,order_83496210,deal_46251708
2018-02-01,18,6.821121000000001,2018-02-01,100,,SH,600704,close,order_23586704,deal_87564210
2018-02-01,19,7.430328,2018-02-01,100,,SH,603993,close,order_32970485,deal_31469720
2018-02-01,20,5.672616000000001,2018-02-01,100,,SH,600415,close,order_78592106,deal_16702548
2018-02-01,21,3.29571,2018-02-01,100,,SH,601099,close,order_06831529,deal_41306972
2018-02-01,22,24.018734999999996,2018-02-01,100,,SH,600893,close,order_80216739,deal_95382741
2018-02-01,23,5.343045,2018-02-01,100,,SH,601018,close,order_17320465,deal_89364205
2018-02-01,24,3.046035,2018-02-01,100,,SH,600795,close,order_39610542,deal_57194238
2018-02-01,25,9.277923000000001,2018-02-01,100,,SH,600109,close,order_40321796,deal_21948537
2018-02-01,26,37.433765,2018-02-01,100,,SZ,000002,close,order_31849056,deal_87549216
2018-02-01,27,15.789447000000001,2018-02-01,100,,SH,600373,close,order_06438251,deal_35420189
2018-02-01,28,12.531175000000001,2018-02-01,100,,SZ,000625,close,order_45870921,deal_52931046
2018-02-01,29,21.392154,2018-02-01,100,,SH,600690,close,order_08314279,deal_02394157
2018-02-01,30,17.327444999999997,2018-02-01,100,,SH,600739,close,order_76408132,deal_70963184
2018-02-01,31,17.107731,2018-02-01,100,,SH,600406,close,order_85491327,deal_90381567
2018-02-01,32,3.9548520000000007,2018-02-01,100,,SH,601991,close,order_58260713,deal_09278546
2018-02-01,33,9.16623,2018-02-01,100,,SZ,002797,close,order_47286195,deal_12603984
2018-02-01,34,4.782815,2018-02-01,100,,SZ,000750,close,order_05794132,deal_08729513
2018-02-01,35,30.16074,2018-02-01,100,,SH,600547,close,order_43571896,deal_59613408
2018-02-01,36,10.554145,2018-02-01,100,,SZ,000728,close,order_90542781,deal_31059486
2018-02-01,37,8.627040000000001,2018-02-01,100,,SZ,000338,close,order_14536709,deal_65901832
2018-02-01,38,33.226749000000005,2018-02-01,100,,SH,600682,close,order_73091856,deal_09843562
2018-02-01,39,9.447702000000001,2018-02-01,100,,SH,601555,close,order_29436510,deal_95740283
2018-02-01,40,16.934559999999998,2018-02-01,100,,SZ,002202,close,order_59368210,deal_69837512
2018-02-02,0,8.5871,2018-02-02,100,,SZ,000686,close,order_81436792,deal_04758639
2018-02-02,1,33.496398,2018-02-02,100,,SH,600085,close,order_08673512,deal_35072164
2018-02-02,2,5.35196,2018-02-02,100,,SZ,000166,close,order_07156298,deal_08367249
2018-02-02,3,2.4867630000000003,2018-02-02,100,,SH,600010,close,order_18462350,deal_28905164
2018-02-02,4,15.55663,2018-02-02,100,,SZ,002081,close,order_58314276,deal_39864570
2018-02-02,5,11.562630000000002,2018-02-02,100,,SZ,002736,close,order_57386942,deal_31056429
2018-02-02,6,6.701277,2018-02-02,100,,SH,601375,close,order_18645903,deal_06937452
2018-02-02,7,7.1407050000000005,2018-02-02,100,,SH,601117,close,order_03742195,deal_19674250
2018-02-02,8,7.059395,2018-02-02,100,,SZ,000961,close,order_07135286,deal_34756910
2018-02-02,9,12.10182,2018-02-02,100,,SZ,002673,close,order_32659478,deal_29531807
2018-02-02,10,3.3656190000000006,2018-02-02,100,,SH,601866,close,order_51263409,deal_95281364
2018-02-02,11,22.316475,2018-02-02,100,,SZ,000623,close,order_36421907,deal_90725186
2018-02-02,12,6.431628000000001,2018-02-02,100,,SH,601212,close,order_01372958,deal_61509382
2018-02-02,13,74.173449,2018-02-02,100,,SH,600276,close,order_64581230,deal_34820619
2018-02-02,14,4.683903000000001,2018-02-02,100,,SH,600369,close,order_35290648,deal_10529683
2018-02-02,15,7.938075,2018-02-02,100,,SZ,000783,close,order_53764190,deal_75034621
