,sec_name,rpt_date,stock_code,stock_name,marketvalueofstockholdings,hold_number,proportiontototalstockinvestments,proportiontonetvalue,proportiontoshareholdtocirculation,quarter_changing
0,易方达中证新能源ETF,2023年年报,300750.SZ,宁德时代,8706.982320000001,53.332,9.760572571352277,9.662619762818244,0.01369294401624331,21.5
1,易方达中证新能源ETF,2023年年报,601012.SH,隆基绿能,6214.368420000001,271.3698,6.966339395131538,6.896428280392509,0.035810043761710944,109.69
2,易方达中证新能源ETF,2023年年报,300274.SZ,阳光电源,4078.1904,46.56,4.571672698537439,4.525793404341682,0.04134116026507487,18.810000000000002
3,易方达中证新能源ETF,2023年年报,601985.SH,中国核电,3169.8,422.64,3.553362324580033,3.517702344913142,0.02238169910461903,171.1
4,易方达中证新能源ETF,2023年年报,600089.SH,特变电工,3121.1184,226.168,3.498789997196515,3.463677681377864,0.04476172172368499,122.468
5,易方达中证新能源ETF,2023年年报,600438.SH,通威股份,3026.3773,120.91,3.392584730198828,3.35853824367528,0.0268571090863043,48.94
6,易方达中证新能源ETF,2023年年报,600905.SH,三峡能源,2794.7461,639.53,3.132924947475229,3.101484292197255,0.04711780741177338,258.07
7,易方达中证新能源ETF,2023年年报,002466.SZ,天齐锂业,2588.0981,46.39,2.9012714621923044,2.8721555792905695,0.03145556071619322,18.8
8,易方达中证新能源ETF,2023年年报,300014.SZ,亿纬锂能,2319.40062,54.9621,2.6000601863573634,2.573967127190042,0.029524653957632513,22.299999999999997
9,易方达中证新能源ETF,2023年年报,002129.SZ,TCL中环,2265.1021,144.8275,2.53919126237211,2.5137090569239957,0.03585088108365783,58.68999999999998
