,sec_name,rpt_date,stock_code,stock_name,marketvalueofstockholdings,hold_number,proportiontototalstockinvestments,proportiontonetvalue,proportiontoshareholdtocirculation,quarter_changing
0,汇添富中证中药ETF,2023年年报,600436.SH,片仔癀,20260.951536,83.7264,10.09164120699895,10.040094657530627,0.13877674731009249,7.429999999999993
1,汇添富中证中药ETF,2023年年报,000538.SZ,云南白药,18081.277425,367.8795,9.005981975382278,8.959980806109344,0.20610451950092737,75.118
2,汇添富中证中药ETF,2023年年报,600085.SH,同仁堂,15070.905,280.65,7.506565802426907,7.468223420099277,0.20463440424200752,0.7899999999999636
3,汇添富中证中药ETF,2023年年报,000423.SZ,东阿阿胶,9100.999872,184.5296,4.533055872029374,4.509901720592819,0.28654695809363473,-1.68040000000002
4,汇添富中证中药ETF,2023年年报,600332.SH,白云山,8223.358,287.53,4.095917129323934,4.0749958152785615,0.20451799636701407,1.3999999999999773
5,汇添富中证中药ETF,2023年年报,000999.SZ,华润三九,8050.192940000001,161.878,4.00966650817204,3.989185749019443,0.16545255141391174,0.9378999999999849
6,汇添富中证中药ETF,2023年年报,002603.SZ,以岭药业,7890.1707,342.01,3.9299621059206977,3.9098884645826586,0.2485083164960066,1.329999999999984
7,汇添富中证中药ETF,2023年年报,600129.SH,太极集团,7413.6222,159.57,3.6926012657257763,3.673740027012839,0.2865373535459588,0.9000000000000057
8,汇添富中证中药ETF,2023年年报,600535.SH,天士力,6268.2958,368.29,3.1221333351763687,3.106185958817333,0.24557576053554117,1.5600000000000023
9,汇添富中证中药ETF,2023年年报,000623.SZ,吉林敖东,5768.55196,381.014,2.873219283942053,2.8585433222312524,0.3271562102057483,1.424000000000035
