,sec_name,rpt_date,stock_code,stock_name,marketvalueofstockholdings,hold_number,proportiontototalstockinvestments,proportiontonetvalue,proportiontoshareholdtocirculation,quarter_changing
0,鹏华中证云计算与大数据主题ETF,2023年年报,002230.SZ,科大讯飞,2053.7064,44.28,9.067871463900534,8.996553509679803,0.02055047891199449,19.330000000000002
1,鹏华中证云计算与大数据主题ETF,2023年年报,688111.SH,金山办公,1745.2975199999998,5.5196,7.706132472306836,7.645524466881661,0.011954345118023459,2.9353
2,鹏华中证云计算与大数据主题ETF,2023年年报,300308.SZ,中际旭创,1292.8195,11.45,5.708275073800304,5.663380028473148,0.01526248759406358,3.919999999999999
3,鹏华中证云计算与大数据主题ETF,2023年年报,603019.SH,中科曙光,1105.3251,27.99,4.880418122387408,4.8420340939397075,0.019243334964027792,11.759999999999998
4,鹏华中证云计算与大数据主题ETF,2023年年报,000938.SZ,紫光股份,1058.2515,54.69,4.672570810744873,4.635821481809141,0.019121843588064773,28.659999999999997
5,鹏华中证云计算与大数据主题ETF,2023年年报,600570.SH,恒生电子,1044.819164,36.3289,4.613262091490785,4.576979220040857,0.01912040885596113,15.029999999999998
6,鹏华中证云计算与大数据主题ETF,2023年年报,600588.SH,用友网络,871.987524,49.0156,3.8501466352526736,3.8198655949259357,0.014344640669290013,20.16
7,鹏华中证云计算与大数据主题ETF,2023年年报,600845.SH,宝信软件,839.59424,17.2048,3.707118335002148,3.6779621987733724,0.009915696397435255,7.107999999999999
8,鹏华中证云计算与大数据主题ETF,2023年年报,300502.SZ,新易盛,837.05904,16.972,3.695924491648843,3.666856393942779,0.02747977447634701,7.010000000000002
9,鹏华中证云计算与大数据主题ETF,2023年年报,000977.SZ,浪潮信息,817.716,24.63,3.6105178335008787,3.582121451109725,0.016756386856726646,10.19
10,鹏华中证云计算与大数据主题ETF,2023年年报,301487.SZ,盟固利,3.551232,0.0867,0.015679999494811147,0.015556677776963262,0.0015920254325971046,
11,鹏华中证云计算与大数据主题ETF,2023年年报,301526.SZ,国际复材,1.1476549999999999,0.2579,0.005067320248358172,0.0050274662523092754,0.00047232210936424136,
12,鹏华中证云计算与大数据主题ETF,2023年年报,301348.SZ,蓝箭电子,1.056309,0.0237,0.004663993956566191,0.00462731208378002,0.0004997719078969719,
13,鹏华中证云计算与大数据主题ETF,2023年年报,301566.SZ,达利凯普,1.00737,0.0455,0.004447910215690754,0.004412927821156006,0.0009950593879873018,
14,鹏华中证云计算与大数据主题ETF,2023年年报,301516.SZ,中远通,0.7755,0.05,0.0034241186180531276,0.0033971882479193164,0.0008081352192537116,
