,sec_name,rpt_date,stock_code,stock_name,marketvalueofstockholdings,hold_number,proportiontototalstockinvestments,proportiontonetvalue,proportiontoshareholdtocirculation,quarter_changing
0,汇添富中证能源ETF,2023年年报,600028.SH,中国石化,2683.655244,480.9418,14.948266094718193,14.90338105627677,0.005064039365541379,26.569999999999993
1,汇添富中证能源ETF,2023年年报,601088.SH,中国神华,2613.984945,83.3807,14.560194575219178,14.516474796009852,0.005056122011696625,-21.129999999999995
2,汇添富中证能源ETF,2023年年报,601225.SH,陕西煤业,2048.105736,98.0424,11.408182776195172,11.373927517477423,0.01011267663744198,-31.029999999999987
3,汇添富中证能源ETF,2023年年报,601857.SH,中国石油,2023.0048760000002,286.5446,11.268368120298087,11.234532681923707,0.0017696450284072774,-90.76999999999998
4,汇添富中证能源ETF,2023年年报,600938.SH,中国海油,1109.35494,52.902,6.179233667843714,6.160679332580862,0.018615326461917436,
5,汇添富中证能源ETF,2023年年报,600157.SH,永泰能源,769.4468,561.64,4.2859065216535726,4.273037264593134,0.025278871282212,-177.94000000000005
6,汇添富中证能源ETF,2023年年报,600188.SH,兖矿能源,689.562328,34.8088,3.840940892420139,3.8294077300777563,0.007736267578312662,4.236299999999996
7,汇添富中证能源ETF,2023年年报,601699.SH,潞安环能,662.9199150000001,30.2565,3.6925396103181303,3.681452051312596,0.010114463778476045,-9.559999999999999
8,汇添富中证能源ETF,2023年年报,000983.SZ,山西焦煤,567.112,57.4,3.1588785856384107,3.1493934463018642,0.012558346795738888,-18.199999999999996
9,汇添富中证能源ETF,2023年年报,000723.SZ,美锦能源,510.0894,76.59,2.8412561935228764,2.8327247763899375,0.019171880948103286,-9.840000000000003
