,sec_name,rpt_date,stock_code,stock_name,marketvalueofstockholdings,hold_number,proportiontototalstockinvestments,proportiontonetvalue,proportiontoshareholdtocirculation,quarter_changing
0,华夏上证主要消费ETF,2023年年报,600887.SH,伊利股份,4436.880725,165.8647,15.148716621928784,15.096020687259625,0.026306458843797263,8.330000000000013
1,华夏上证主要消费ETF,2023年年报,600519.SH,贵州茅台,4365.5718,2.5293,14.905248572099843,14.853399559105172,0.002013456797966053,-0.26549999999999985
2,华夏上证主要消费ETF,2023年年报,600809.SH,山西汾酒,4233.157164,18.3468,14.453149018001541,14.402872666847559,0.015038801687087511,1.0715000000000003
3,华夏上证主要消费ETF,2023年年报,603288.SH,海天味业,2380.182255,62.7189,8.126589089125996,8.098320146058978,0.011279159418792444,3.6498999999999953
4,华夏上证主要消费ETF,2023年年报,603369.SH,今世缘,1149.525,23.58,3.9247907604779453,3.9111380846331225,0.018796333200478278,1.3499999999999979
5,华夏上证主要消费ETF,2023年年报,600600.SH,青岛啤酒,997.546225,13.3451,3.405893918818341,3.3940462641347526,0.01893732089483601,0.7965
6,华夏上证主要消费ETF,2023年年报,603605.SH,珀莱雅,889.85862,8.9523,3.038219168706774,3.027650497919639,0.02266948769431822,1.9353999999999996
7,华夏上证主要消费ETF,2023年年报,600702.SH,舍得酒业,847.81725,8.7675,2.894678505794846,2.884609151853088,0.02638670993920565,0.4975000000000005
8,华夏上证主要消费ETF,2023年年报,603345.SH,安井食品,805.873596,7.7036,2.7514714718635402,2.7419002742139984,0.02626577395494092,0.4430999999999994
9,华夏上证主要消费ETF,2023年年报,600298.SH,安琪酵母,804.9184,22.88,2.748210173122543,2.7386503201426304,0.026500029078801578,1.3499999999999979
