,sec_name,rpt_date,stock_code,stock_name,marketvalueofstockholdings,hold_number,proportiontototalstockinvestments,proportiontonetvalue,proportiontoshareholdtocirculation,quarter_changing
0,易方达中证云计算与大数据ETF,2023年年报,002230.SZ,科大讯飞,10313.0568,222.36,9.06921245728313,8.967476722331217,0.10319793339817289,39.74000000000001
1,易方达中证云计算与大数据ETF,2023年年报,688111.SH,金山办公,8755.48314,27.6897,7.699495726894516,7.613125067895817,0.0599703293743268,8.775499999999997
2,易方达中证云计算与大数据ETF,2023年年报,300308.SZ,中际旭创,6492.325,57.5,5.709294141260883,5.645248973253886,0.07664568005752452,2.259999999999998
3,易方达中证云计算与大数据ETF,2023年年报,603019.SH,中科曙光,5549.205882,140.5218,4.879923391196995,4.825181858230284,0.09660979160943627,21.680000000000007
4,易方达中证云计算与大数据ETF,2023年年报,000938.SZ,紫光股份,5313.897,274.62,4.672994806847128,4.620574537354015,0.09601829742465438,84.14000000000001
5,易方达中证云计算与大数据ETF,2023年年报,600570.SH,恒生电子,5247.480576,182.4576,4.61458878120505,4.562823693181366,0.09602999019726483,26.51000000000002
6,易方达中证云计算与大数据ETF,2023年年报,600588.SH,用友网络,4379.889104999999,246.1995,3.8516363870491497,3.8084298726522676,0.07205141547709029,34.91
7,易方达中证云计算与大数据ETF,2023年年报,600845.SH,宝信软件,4216.076,86.395,3.707580567194436,3.6659900282503344,0.04979230158190848,12.53349999999999
8,易方达中证云计算与大数据ETF,2023年年报,300502.SZ,新易盛,4202.936964,85.2177,3.696026213206209,3.6545652875775327,0.13797803307759818,12.379999999999995
9,易方达中证云计算与大数据ETF,2023年年报,000977.SZ,浪潮信息,4106.508,123.69,3.6112274209071393,3.5707177429748005,0.08414930939133247,17.939999999999998
