,sec_name,rpt_date,stock_code,stock_name,marketvalueofstockholdings,hold_number,proportiontototalstockinvestments,proportiontonetvalue,proportiontoshareholdtocirculation,quarter_changing
0,工银国证新能源车电池ETF,2023年年报,300750.SZ,宁德时代,17804.368278,109.0553,14.90238889258437,14.77722177344599,0.027999852200829133,12.116
1,工银国证新能源车电池ETF,2023年年报,002594.SZ,比亚迪,17762.184,89.708,14.867080337622289,14.742209779668656,0.07701813713425652,8.391499999999994
2,工银国证新能源车电池ETF,2023年年报,002050.SZ,三花智控,8347.836,283.94,6.98720092401337,6.928514506902421,0.0769465630081362,54.44
3,工银国证新能源车电池ETF,2023年年报,300014.SZ,亿纬锂能,7319.75458,173.4539,6.126689116188566,6.075230250629677,0.09317632286797255,20.590000000000003
4,工银国证新能源车电池ETF,2023年年报,002460.SZ,赣锋锂业,6577.76508,153.6861,5.505638376810335,5.459395797878177,0.1273255399984267,16.210000000000008
5,工银国证新能源车电池ETF,2023年年报,603799.SH,华友钴业,5717.01023,173.611,4.78518015467121,4.744988798853325,0.1029516858716452,19.78
6,工银国证新能源车电池ETF,2023年年报,002709.SZ,天赐材料,4125.976008,164.5126,3.4534726575311967,3.4244664876693003,0.11879137169435809,18.519999999999982
7,工银国证新能源车电池ETF,2023年年报,002812.SZ,恩捷股份,3977.1727200000005,69.996,3.3289231968793795,3.300963134275346,0.0842983341457608,7.919999999999995
8,工银国证新能源车电池ETF,2023年年报,002340.SZ,格林美,3615.5606759999996,662.1906,3.026251222014137,3.0008333410301695,0.1301861032182361,71.69000000000005
9,工银国证新能源车电池ETF,2023年年报,300450.SZ,先导智能,3485.5372799999996,136.1538,2.9174206708779433,2.89291687196888,0.09377466849782257,15.399999999999991
10,工银国证新能源车电池ETF,2023年年报,601096.SH,宏盛华源,21.332388,3.9171,0.01785536768391374,0.017705398108548268,0.006038197265014341,
11,工银国证新能源车电池ETF,2023年年报,301578.SZ,辰奕智能,8.966216000000001,0.1175,0.007504789590991421,0.007441755878771528,0.010326242471070703,
12,工银国证新能源车电池ETF,2023年年报,603004.SH,鼎龙科技,6.919005,0.1948,0.0057912587321137035,0.005742617190350935,0.0033761061838774747,
13,工银国证新能源车电池ETF,2023年年报,688548.SH,广钢气体,5.1612,0.4048,0.004319962851332705,0.004283678916670713,0.0016643397910854744,
14,工银国证新能源车电池ETF,2023年年报,001239.SZ,永达股份,4.422822,0.1887,0.0037019349643604236,0.0036708419269912804,0.0039488190362960505,
