,sec_name,rpt_date,stock_code,stock_name,marketvalueofstockholdings,hold_number,proportiontototalstockinvestments,proportiontonetvalue,proportiontoshareholdtocirculation,quarter_changing
0,国泰中证机床ETF,2023年年报,000988.SZ,华工科技,4255.563936,142.9961,9.808537983761958,9.713700566520233,0.14228670728183337,-30.119999999999976
1,国泰中证机床ETF,2023年年报,002176.SZ,江特电机,2530.2321,187.4246,5.831865772391908,5.775478256895745,0.10986078540517362,-25.97999999999999
2,国泰中证机床ETF,2023年年报,002008.SZ,大族激光,2477.865432,119.5881,5.711167209314074,5.655946711777779,0.1221187825514234,-26.789999999999992
3,国泰中证机床ETF,2023年年报,600862.SH,中航高科,2179.243255,98.3857,5.022880765978122,4.974315216275697,0.0706261534540433,-11.209999999999994
4,国泰中证机床ETF,2023年年报,688017.SH,绿的谐波,2132.115,13.89,4.914256083978767,4.866740811525264,0.08234909270864416,-2.8999999999999986
5,国泰中证机床ETF,2023年年报,688188.SH,柏楚电子,2121.0618,8.38,4.888779852468068,4.841510906225619,0.05726622886657478,-1.7699999999999996
6,国泰中证机床ETF,2023年年报,300124.SZ,汇川技术,2109.816786,33.4149,4.862861513886928,4.8158431685285565,0.014338573719596766,-10.379999999999995
7,国泰中证机床ETF,2023年年报,600549.SH,厦门钨业,2077.532732,120.9274,4.788450842424555,4.742151963709264,0.08548230680374762,-16.069999999999993
8,国泰中证机床ETF,2023年年报,002595.SZ,豪迈科技,1690.3406,56.78,3.8960218269400664,3.8583517227720368,0.1064522820446426,-12.939999999999998
9,国泰中证机床ETF,2023年年报,002747.SZ,埃斯顿,1378.695747,74.1633,3.177719758385641,3.1469948190417543,0.09426388859079671,-16.99759999999999
10,国泰中证机床ETF,2023年年报,301526.SZ,国际复材,2.573435,0.5783,0.005931443006345295,0.0058740926921425525,0.0010591077000594834,
11,国泰中证机床ETF,2023年年报,688563.SH,航材股份,2.213934,0.0366,0.005102838556563529,0.00505349990587908,0.0005373933173320314,
12,国泰中证机床ETF,2023年年报,688549.SH,中巨芯-U,2.088029,0.2581,0.004812643415938681,0.004766110622526592,0.000986705355303366,
13,国泰中证机床ETF,2023年年报,301558.SZ,三态股份,1.9537200000000001,0.1458,0.004503078115575847,0.004459538466871224,0.0013107755867237854,
14,国泰中证机床ETF,2023年年报,688627.SH,精智达,1.947384,0.0222,0.004488474434935689,0.004445075987229261,0.0011121091706475918,
