,sec_name,rpt_date,stock_code,stock_name,marketvalueofstockholdings,hold_number,proportiontototalstockinvestments,proportiontonetvalue,proportiontoshareholdtocirculation,quarter_changing
0,广发中证基建工程ETF,2023年年报,601390.SH,中国中铁,41335.183848,7277.3211,10.185835652230617,10.157116625794234,0.35737015058454463,-1611.7699999999995
1,广发中证基建工程ETF,2023年年报,601668.SH,中国建筑,40956.4766,8514.86,10.092514432162469,10.06405852548157,0.20606920478014057,-3030.539999999999
2,广发中证基建工程ETF,2023年年报,601669.SH,中国电建,32798.550789,6707.2701,8.08223447599973,8.059446566052406,0.5131206698413101,-770.8100000000004
3,广发中证基建工程ETF,2023年年报,601186.SH,中国铁建,27263.497724,3582.5884,6.7182840686715375,6.6993418253090065,0.3114415318702883,-1411.6216
4,广发中证基建工程ETF,2023年年报,601868.SH,中国能建,21218.05161,10103.8341,5.228562363596802,5.213820399768677,0.7104119118209407,-3973.8500000000004
5,广发中证基建工程ETF,2023年年报,601800.SH,中国交建,21026.667680000002,2766.6668,5.181401444593115,5.166792451266958,0.23551641725951022,-1090.5700000000002
6,广发中证基建工程ETF,2023年年报,601117.SH,中国化学,18152.0124,2854.09,4.473027524047127,4.460415795358412,0.4717885783457364,-1124.85
7,广发中证基建工程ETF,2023年年报,601618.SH,中国中冶,17016.157241999997,5560.8357,4.193129556091524,4.18130700144956,0.3114857067776683,-2186.9300000000003
8,广发中证基建工程ETF,2023年年报,600170.SH,上海建工,11337.337440000001,4845.016,2.7937520810932233,2.785875079871822,0.5452452007984266,-1902.5300000000007
9,广发中证基建工程ETF,2023年年报,603979.SH,金诚信,10664.760704,282.4354,2.628015402103197,2.6206056964702875,0.4690540900067845,-113.31
