,,deal_price,deal_time,deal_volume,direction,exchange,instrument,offset,order_id,trade_id
2018-01-29,77,65.0195,2018-01-29,100,,SZ,000423,open,order_18675439,deal_52819674
2018-01-29,78,5.381614,2018-01-29,100,,SH,600208,open,order_82731405,deal_48762915
2018-01-29,79,6.882064000000001,2018-01-29,100,,SZ,002385,open,order_15863074,deal_20469517
2018-01-29,80,7.452234999999999,2018-01-29,100,,SH,600028,open,order_95746308,deal_10842567
2018-01-29,81,24.017203,2018-01-29,100,,SZ,002174,open,order_53872641,deal_50694231
2018-01-29,82,9.532858999999998,2018-01-29,100,,SH,600606,open,order_03276498,deal_78065123
2018-01-29,83,3.5310589999999995,2018-01-29,100,,SH,601866,open,order_86173049,deal_39871640
2018-01-29,84,19.895967,2018-01-29,100,,SH,600999,open,order_28951074,deal_40572389
2018-01-29,85,22.126635999999998,2018-01-29,100,,SH,600030,open,order_90214638,deal_54830129
2018-01-29,86,7.292187,2018-01-29,100,,SH,601998,open,order_86721350,deal_24150387
2018-01-29,87,45.703706999999994,2018-01-29,100,,SH,600009,open,order_17425396,deal_28649051
2018-01-29,88,4.611382999999999,2018-01-29,100,,SH,601988,open,order_69837450,deal_35102947
2018-01-29,89,6.932079,2018-01-29,100,,SH,601328,open,order_12804367,deal_74802956
2018-01-29,90,5.461638000000001,2018-01-29,100,,SH,601018,open,order_85631907,deal_18024397
2018-01-29,91,33.93017599999999,2018-01-29,100,,SH,600085,open,order_39572480,deal_89560231
2018-01-29,92,4.951485,2018-01-29,100,,SH,600369,open,order_83796054,deal_47286359
2018-01-29,93,10.043012,2018-01-29,100,,SH,600100,open,order_56972418,deal_09237861
2018-01-29,94,14.904469999999998,2018-01-29,100,,SH,600958,open,order_71948523,deal_50237614
