time_tag,account_id,order_id,instrument,exchange,price_type,order_price,direction,offset,total_volume,deal_volume,status,order_time,cancel_time,frond_id,session_id
2018-01-02,test0,order_38762941,603858,SH,fix,23.913826690428426,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_36581074,600547,SH,fix,15.832726706368728,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_65173480,601988,SH,fix,2.8306016561267717,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_62374985,601288,SH,fix,2.7367460385999087,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_21849306,300015,SZ,fix,5.355087924546661,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_92861340,002468,SZ,fix,24.291131065717554,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_15380276,601117,SH,fix,6.110301388151015,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_46780395,002146,SZ,fix,8.288399423067,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_83504176,001979,SZ,fix,16.190930293951524,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_58236491,601608,SH,fix,4.083386149929868,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_31684290,600153,SH,fix,8.254633289427106,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_31752084,000709,SZ,fix,3.3721626139304224,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_89341062,600048,SH,fix,11.33253106200231,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_68549203,002142,SZ,fix,15.888944823844087,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_18372945,002252,SZ,fix,19.448040395235978,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_27809634,002202,SZ,fix,16.015444646200095,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_58273964,600115,SH,fix,7.884694782197406,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_62573049,601878,SH,fix,15.536696819919799,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_49086315,600820,SH,fix,6.80765106456372,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_68451209,300017,SZ,fix,10.486795891125144,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_61895047,600583,SH,fix,5.816313159122769,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_34120986,600489,SH,fix,9.204530370047337,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_34761928,002841,SZ,fix,42.90430709418208,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_98256347,000983,SZ,fix,6.172053469938645,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_72856934,600170,SH,fix,2.9771059712527084,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_94176235,000157,SZ,fix,3.5493944069969676,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_67029138,600519,SH,fix,644.4396102914731,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_58721036,000001,SZ,fix,12.478764535561693,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_42165083,601958,SH,fix,6.270400262574445,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_52791630,600549,SH,fix,18.75832112627506,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_70361825,601225,SH,fix,5.831752868394798,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_67128904,600029,SH,fix,11.172813701626275,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_18647309,002074,SZ,fix,21.706239535125636,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_73956241,000898,SZ,fix,4.172072540934384,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_40861759,600606,SH,fix,5.694543630186892,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_74609531,601398,SH,fix,4.510414031111477,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_91036875,600031,SH,fix,8.464775238709448,,open,100,100,filled,2018-01-02,,,
2018-01-02,test0,order_14072593,002460,SZ,fix,32.395453326445164,,open,100,100,filled,2018-01-02,,,
2018-01-03,test0,order_29853416,002602,SZ,fix,11.001259375913188,,close,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_91740253,600909,SH,fix,6.302104691522808,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_95613728,601992,SH,fix,5.2632162911313785,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_85793460,603799,SH,fix,35.97409996726629,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_41683095,002456,SZ,fix,21.24854216479275,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_47168590,002385,SZ,fix,5.6845903427587725,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_28916534,002241,SZ,fix,17.003558779186765,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_65234819,601229,SH,fix,5.956787953636555,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_89672130,300027,SZ,fix,8.939661533545687,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_30287451,002572,SZ,fix,33.43188353319056,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_23578194,600233,SH,fix,16.125156437536482,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_46380259,000776,SZ,fix,14.920226263364109,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_82675301,600376,SH,fix,7.386561352611162,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_02179856,600104,SH,fix,24.57084918825094,,close,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_23704869,601163,SH,fix,18.26269634021405,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_51986437,601118,SH,fix,5.666585278899242,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_41287590,600297,SH,fix,7.9029026315070885,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_84619027,600895,SH,fix,13.74138809630306,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_38945601,600804,SH,fix,17.668271287305394,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_83124067,002044,SZ,fix,14.438986218375382,,close,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_19435728,601555,SH,fix,7.965515011951088,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_41956827,600795,SH,fix,2.7285826821049173,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_43816209,000503,SZ,fix,43.0,,close,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_08957146,002797,SZ,fix,9.705947695181319,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_15273406,000413,SZ,fix,9.332397512541599,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_46021983,002310,SZ,fix,20.630863432854184,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_40176983,600008,SH,fix,4.537738547447258,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_73286590,000750,SZ,fix,4.248790917935784,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_70143985,600369,SH,fix,4.318356283178117,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_07581639,601328,SH,fix,4.370257121790337,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_87214635,601718,SH,fix,6.479414021181672,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_79043862,300015,SZ,fix,5.325161397683645,,close,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_07921483,002007,SZ,fix,13.974227726606127,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_92406538,000686,SZ,fix,8.248317398467103,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_04317259,002252,SZ,fix,19.33972219556631,,close,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_10753962,002202,SZ,fix,15.841902676349633,,close,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_70368425,600038,SH,fix,45.702517581125115,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_82547130,300059,SZ,fix,4.379475427165545,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_04392765,600959,SH,fix,7.943698908091804,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_50219768,000001,SZ,fix,12.141746807229005,,close,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_06312589,002426,SZ,fix,6.013196949457952,,open,100,100,filled,2018-01-03,,,
2018-01-03,test0,order_39627415,600029,SH,fix,11.711852959160874,,close,100,100,filled,2018-01-03,,,
2018-01-04,test0,order_84069752,002608,SZ,fix,9.79887175963773,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_09285314,600649,SH,fix,7.68392599860736,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_06573412,600036,SH,fix,24.03423698662573,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_36801524,600373,SH,fix,13.19059552620401,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_96203814,601872,SH,fix,3.3758945414340507,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_93207451,000895,SZ,fix,20.428519171888823,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_50962148,300024,SZ,fix,19.077008196332624,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_70136894,601818,SH,fix,2.937365725126823,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_59134067,601997,SH,fix,7.793875140403438,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_05692841,600100,SH,fix,9.643626273750762,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_24876130,601186,SH,fix,9.807853807323852,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_32561497,601688,SH,fix,16.118467581325003,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_40863975,600000,SH,fix,9.943556908424684,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_28617903,002673,SZ,fix,11.858510191993048,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_41673295,000876,SZ,fix,7.409073302201553,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_40618237,601211,SH,fix,15.938711602330352,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_34908716,600704,SH,fix,5.694198385814649,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_61092578,600663,SH,fix,14.41659273180652,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_58032179,600104,SH,fix,24.609788727376536,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_06983247,600118,SH,fix,24.95272135014209,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_42590168,002304,SZ,fix,106.07352038738169,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_37259860,601901,SH,fix,7.03548957547395,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_40685791,601881,SH,fix,9.683645414577029,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_40215396,000423,SZ,fix,56.136841346997514,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_91580376,002475,SZ,fix,10.875792496955127,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_93584720,000651,SZ,fix,35.00671518011901,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_79483526,600816,SH,fix,10.568044639331994,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_84062157,600886,SH,fix,6.510886082489909,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_54231876,600637,SH,fix,11.139537661844773,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_45132806,000538,SZ,fix,63.33608399088389,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_29761350,600999,SH,fix,12.907263731845847,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_63254197,600958,SH,fix,12.38409220369241,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_25081673,300070,SZ,fix,17.203750646731454,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_47810265,600436,SH,fix,66.01498522833423,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_47601925,600085,SH,fix,30.449912204575863,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_70435196,601991,SH,fix,3.7193776822088984,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_47293651,600021,SH,fix,8.501877093287833,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_04352971,601111,SH,fix,12.021920220990422,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_68534271,600109,SH,fix,9.361077120501399,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_27310846,600018,SH,fix,6.352905472769593,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_51026734,603833,SH,fix,83.44598037795765,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_80257139,600406,SH,fix,9.692242676126046,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_63245018,601166,SH,fix,12.889595880898876,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_26504831,002236,SZ,fix,22.966443158182116,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_85932741,300315,SZ,fix,5.695168667664036,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_56890237,601888,SH,fix,43.87991594524175,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_60932147,000858,SZ,fix,75.31755831204792,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_82795406,601866,SH,fix,2.989921508207885,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_67298501,601099,SH,fix,3.6670417218563953,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_97804163,002202,SZ,fix,15.759263643087506,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_81407692,600871,SH,fix,3.01,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_39621458,002736,SZ,fix,9.47515359456585,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_39428016,600010,SH,fix,2.4646753643182313,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_35682791,601669,SH,fix,6.7097144281234895,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_65837401,002558,SZ,fix,34.18549462137244,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_18290746,000728,SZ,fix,8.552068306229112,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_58061342,600015,SH,fix,7.005574464510771,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_03472968,601018,SH,fix,4.823333308011942,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_56092314,601600,SH,fix,7.8408368205697085,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_10538967,000568,SZ,fix,62.43509651344359,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_97104625,600837,SH,fix,11.61931354786695,,open,100,100,filled,2018-01-04,,,
2018-01-04,test0,order_87135902,600570,SH,fix,15.231945244636021,,open,100,100,filled,2018-01-04,,,
2018-01-05,test0,order_73860451,002602,SZ,fix,11.461412912550315,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_74160583,002024,SZ,fix,12.119443173846328,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_78295304,600518,SH,fix,19.797013550352276,,close,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_90572846,600023,SH,fix,4.471060830546269,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_69857134,601336,SH,fix,55.639043433113144,,close,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_57380962,600741,SH,fix,21.1937494341371,,close,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_53492107,600482,SH,fix,24.584946707714177,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_17594623,600415,SH,fix,5.519440171959865,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_07253894,600016,SH,fix,5.389013970606789,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_38297601,603160,SH,fix,94.85009763731706,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_24398716,000783,SZ,fix,6.870475898001026,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_72308491,601198,SH,fix,13.394657772258535,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_67518432,002044,SZ,fix,15.219658678986109,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_41789053,300136,SZ,fix,50.5207871090963,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_81492360,002352,SZ,fix,50.89115133687972,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_13278405,002415,SZ,fix,35.2032545967802,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_54103879,002174,SZ,fix,22.706625685176036,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_29867345,000100,SZ,fix,3.059243081931633,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_72148530,601169,SH,fix,5.105000609723798,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_75936024,601390,SH,fix,7.352752846388754,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_19605837,000333,SZ,fix,48.62741073619614,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_73589046,600009,SH,fix,42.90665402849774,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_37691024,601607,SH,fix,21.676335838728072,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_74968231,600050,SH,fix,6.133809778312365,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_80794352,300015,SZ,fix,5.545209389323465,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_29510846,600352,SH,fix,11.07059592065255,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_54062839,002230,SZ,fix,40.687215573970136,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_05963248,600919,SH,fix,5.330608108528235,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_51762849,002831,SZ,fix,24.499859165884022,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_78351904,600588,SH,fix,9.518368688133545,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_34016982,300122,SZ,fix,19.36726433406366,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_62705384,002466,SZ,fix,45.58336451345008,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_72910835,000738,SZ,fix,15.475908309275033,,open,100,100,filled,2018-01-05,,,
2018-01-05,test0,order_32804591,601800,SH,fix,11.739236863577739,,open,100,100,filled,2018-01-05,,,
