time_tag,account_id,trade_id,instrument,exchange,order_id,deal_price,direction,offset,deal_volume,deal_time
2018-01-02,test0,deal_04928136,002601,SZ,order_78456193,11.913079232698353,,open,100,2018-01-02
2018-01-02,test0,deal_78453290,002839,SZ,order_61370984,8.205912383880154,,open,100,2018-01-02
2018-01-02,test0,deal_53048716,002602,SZ,order_80514632,11.220224950250653,,open,100,2018-01-02
2018-01-02,test0,deal_90368751,601212,SH,order_65827091,6.805186876186262,,open,100,2018-01-02
2018-01-02,test0,deal_59063827,600383,SH,order_62015978,10.417477979086202,,open,100,2018-01-02
2018-01-02,test0,deal_92017853,000961,SZ,order_37649508,5.728935931950339,,open,100,2018-01-02
2018-01-02,test0,deal_63408719,600111,SH,order_25106984,14.408291804164168,,open,100,2018-01-02
2018-01-02,test0,deal_71954360,600518,SH,order_34752069,20.691237868315447,,open,100,2018-01-02
2018-01-02,test0,deal_90538617,002594,SZ,order_71408396,65.04558137742774,,open,100,2018-01-02
2018-01-02,test0,deal_40632918,600028,SH,order_70826935,4.108468740481085,,open,100,2018-01-02
2018-01-02,test0,deal_23105946,002294,SZ,order_34089251,39.306652142998615,,open,100,2018-01-02
2018-01-02,test0,deal_50649273,002027,SZ,order_01432986,9.949873214079055,,open,100,2018-01-02
2018-01-02,test0,deal_70312469,000963,SZ,order_37156290,28.57882983347387,,open,100,2018-01-02
2018-01-02,test0,deal_61839054,002500,SZ,order_78201953,8.27397135900197,,open,100,2018-01-02
2018-01-02,test0,deal_51740682,000402,SZ,order_28341650,9.641739817511235,,open,100,2018-01-02
2018-01-02,test0,deal_87653092,000008,SZ,order_19754283,8.643299052595527,,open,100,2018-01-02
2018-01-02,test0,deal_56208147,000002,SZ,order_20459873,24.620557416993194,,open,100,2018-01-02
2018-01-02,test0,deal_26350184,600739,SH,order_13478562,16.799803706262,,open,100,2018-01-02
2018-01-02,test0,deal_09135647,601998,SH,order_38721540,4.700185925761233,,open,100,2018-01-02
2018-01-02,test0,deal_38067294,601006,SH,order_09378165,6.139935338394197,,open,100,2018-01-02
2018-01-02,test0,deal_80361259,601336,SH,order_27438160,60.34626633121626,,open,100,2018-01-02
2018-01-02,test0,deal_85601479,000630,SZ,order_15780346,0.5416325018825008,,open,100,2018-01-02
2018-01-02,test0,deal_83260917,600741,SH,order_90472185,21.90621040585062,,open,100,2018-01-02
2018-01-02,test0,deal_19863720,603993,SH,order_29546713,6.390318983841087,,open,100,2018-01-02
2018-01-02,test0,deal_10295734,601857,SH,order_75162498,6.560352759453976,,open,100,2018-01-02
2018-01-02,test0,deal_25046371,000060,SZ,order_97436185,6.669210982598372,,open,100,2018-01-02
2018-01-02,test0,deal_89326175,600340,SH,order_02814937,21.91540494064028,,open,100,2018-01-02
2018-01-02,test0,deal_59804173,600188,SH,order_27483610,6.496524069015924,,open,100,2018-01-02
2018-01-02,test0,deal_75923640,000959,SZ,order_73025981,2.6444671204948893,,open,100,2018-01-02
2018-01-02,test0,deal_82071543,300144,SZ,order_10459382,10.040538315937072,,open,100,2018-01-02
2018-01-02,test0,deal_09357284,000938,SZ,order_08436275,25.821180336907304,,open,100,2018-01-02
2018-01-02,test0,deal_04159687,600827,SH,order_21870463,12.545639967910843,,open,100,2018-01-02
2018-01-02,test0,deal_60927583,600585,SH,order_32054961,24.095293256914456,,open,100,2018-01-02
2018-01-02,test0,deal_23718540,600066,SH,order_98021456,17.65675209758234,,open,100,2018-01-02
2018-01-02,test0,deal_64581920,601989,SH,order_23146057,6.027142556742745,,open,100,2018-01-02
2018-01-02,test0,deal_96120348,300124,SZ,order_94382507,19.030694375870013,,open,100,2018-01-02
2018-01-02,test0,deal_75904238,600660,SH,order_37146509,24.819339084504225,,open,100,2018-01-02
2018-01-02,test0,deal_94261573,000425,SZ,order_41768532,4.20175064158432,,open,100,2018-01-02
2018-01-02,test0,deal_42791506,600089,SH,order_12475389,6.534603974047108,,open,100,2018-01-02
2018-01-02,test0,deal_51403978,000792,SZ,order_72098614,14.084223999999999,,open,100,2018-01-02
2018-01-02,test0,deal_76043152,601939,SH,order_01568349,5.718802708511142,,open,100,2018-01-02
2018-01-02,test0,deal_79682450,601228,SH,order_40819537,5.727878099414976,,open,100,2018-01-02
2018-01-02,test0,deal_83524109,300251,SZ,order_41578269,10.39906845690161,,open,100,2018-01-02
